pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-17 08:00:15+00:00,Shen Yun’s Longstanding Labor Practices Attract Regulators’ Scrutiny,The New York State Department of Labor has opened an inquiry into the global dance group and its treatment of the children and teenagers who stage its shows worldwide.,"For years, New York labor regulators stood by while a prominent dance company headquartered in the state relied on children and teenagers to stage shows worldwide, earning tens of millions of dollars per season but offering little or no pay to the underage performers.",The New York State Department of Labor has opened an inquiry into the global dance group and its treatment of the children and teenagers who stage its shows worldwide.,Metro,2024-11-17
2024-11-17 08:00:40+00:00,A Star President’s Resignation Was a Mystery. Was It All About Rankings?,"Florida’s star president, Ben Sasse, was among the best paid university presidents ever. He promised a conservative overhaul, but then he resigned, leaving controversy and an embarrassing drop in the U.S. News rankings.","Ben Sasse, the Nebraska senator, arrived in Florida in February 2023 to help cement a conservative makeover of one of the nation’s top five public universities.","Florida’s star president, Ben Sasse, was among the best paid university presidents ever. He promised a conservative overhaul, but then he resigned, leaving controversy and an embarrassing drop in the U.S. News rankings.",National,2024-11-17
2024-11-17 08:00:41+00:00,The Hidden Truth Linking the Broken Border to Your Online Shopping Cart,"The incoming Trump administration promises an immigration crackdown. But for years, the on-demand economy has been fueled by unscrupulous staffing agencies exploiting migrant workers.","During the depths of the pandemic, sales at Alo Yoga surged as its popularity exploded on social media. Kendall Jenner appeared on Instagram wearing the brand’s high-waist leggings. Alessandra Ambrosio and Jennifer Lopez were seen in Alo gear, too. In just one year, business reportedly almost doubled, surpassing $1 billion.","The incoming Trump administration promises an immigration crackdown. But for years, the on-demand economy has been fueled by unscrupulous staffing agencies exploiting migrant workers.",Investigative,2024-11-17
2024-11-17 08:00:44+00:00,How Illegal Immigration Fuels the U.S. Consumer Economy,"Companies in need of workers turn to staffing agencies to fill their distribution centers and warehouses. Some unscrupulous agencies recruit and exploit undocumented workers. Steve Eder, an investigative reporter for The New York Times, looks at this unseen engine of the economy.","Companies in need of workers turn to staffing agencies to fill their distribution centers and warehouses. Some unscrupulous agencies recruit and exploit undocumented workers. Steve Eder, an investigative reporter for The New York Times, looks at this unseen engine of the economy.","Companies in need of workers turn to staffing agencies to fill their distribution centers and warehouses. Some unscrupulous agencies recruit and exploit undocumented workers. Steve Eder, an investigative reporter for The New York Times, looks at t...",,2024-11-17
2024-11-17 08:00:48+00:00,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",Feeling stuck on today’s puzzle? We can help.,Games,2024-11-17
2024-11-17 08:00:49+00:00,How to Stop a Late-in-Life Divorce From Ruining Your Retirement,"As the number of couples who split after the age of 50 rises, more Americans are looking at a retirement that is drastically different than they had expected.","When Margye Solomon decided to end her 33-year marriage last year, she knew her finances would take a big hit.","As the number of couples who split after the age of 50 rises, more Americans are looking at a retirement that is drastically different than they had expected.",SundayBusiness,2024-11-17
2024-11-17 08:01:10+00:00,‘A Woman in the Middle of the Crowded Car Began to Hyperventilate.’,"Calming a subway panic attack, contemplating a Bronx bullfrog and more reader tales of New York City in this week’s Metropolitan Diary.",Dear Diary:,"Calming a subway panic attack, contemplating a Bronx bullfrog and more reader tales of New York City in this week’s Metropolitan Diary.",Metropolitan,2024-11-17
2024-11-17 08:01:10+00:00,Trump Boosters Expect Big Returns on Their Investment: ‘The Shackles Are Off’,"Wealthy donors to the president-elect’s campaign anticipate a more business-friendly atmosphere, including the firing of Biden-era regulators.",Limit the reach of federal regulations on artificial intelligence.,"Wealthy donors to the president-elect’s campaign anticipate a more business-friendly atmosphere, including the firing of Biden-era regulators.",Washington,2024-11-17
2024-11-17 08:01:50+00:00,"Pat Koch Thaler, Sister to a Famed Mayor, Chose to Die on a Saturday","Ms. Thaler, a former dean at N.Y.U., used her last interview to reminisce about her brother, Ed, and to publicize the alternatives to prolonging pain and suffering.","After writing obituaries for a decade, I received a phone call on Tuesday, Nov. 12, that began routinely enough.","Ms. Thaler, a former dean at N.Y.U., used her last interview to reminisce about her brother, Ed, and to publicize the alternatives to prolonging pain and suffering.",Metro,2024-11-17
2024-11-17 08:01:50+00:00,"Jim Hendricks? Oh, Jimi Hendrix.","A misspelled name meant photos of one of the musician’s most memorable performances, at Woodstock, were hiding in plain sight for three decades.","The Woodstock Music and Art Fair, the multiday festival held on a dairy farm in Bethel, N.Y., in the summer of 1969, has ascended to legendary status. It was a seminal event, attended by hundreds of thousands of people, which brought some of the biggest musical acts of the day to the stage: the Grateful Dead. Creedence Clearwater Revival. Janis Joplin. The Who.","A misspelled name meant photos of one of the musician’s most memorable performances, at Woodstock, were hiding in plain sight for three decades.",Insider,2024-11-17
2024-11-17 08:48:53+00:00,"Russia Bombards Power Grid in One of War’s Largest Attacks, Ukraine Says","The attack lasted hours and involved around 120 missiles and 90 drones, officials in the country said. At least nine people were killed.","Russia renewed its campaign to destroy Ukraine’s battered power grid on Sunday, targeting facilities across the country with missiles and long-range drones in one of the largest and most complex bombardments of the war, Ukrainian officials said.","The attack lasted hours and involved around 120 missiles and 90 drones, officials in the country said. At least nine people were killed.",Foreign,2024-11-17
2024-11-17 10:00:12+00:00,Why Trump’s Space for Deal-Making in the Middle East Has Shrunk,"President-elect Donald J. Trump’s agenda in the region is not yet clear, but the geopolitical landscape has changed significantly since he was last in office.",The first Trump administration’s Middle East policy had two main elements: battering Iran’s economy and attempting to isolate Iran by building closer ties between its main Arab adversaries and Israel.,"President-elect Donald J. Trump’s agenda in the region is not yet clear, but the geopolitical landscape has changed significantly since he was last in office.",Washington,2024-11-17
2024-11-17 10:00:27+00:00,The Broken Promises of a Table Tennis Olympian,"Michael Hyatt used his charisma and tales of athletic prowess to persuade a string of women to open up their homes and wallets, leaving them disillusioned, bitter and in debt.","When Kimberlie Reed met Michael Hyatt on Tinder in 2017, she was in awe.","Michael Hyatt used his charisma and tales of athletic prowess to persuade a string of women to open up their homes and wallets, leaving them disillusioned, bitter and in debt.",SundayBusiness,2024-11-17
2024-11-17 10:00:27+00:00,"To Save More Water, American Homes Need Smaller Pipes","Most of the plumbing pipes in the United States are oversize, wasting water in a time of increasing drought.","Many high-performing, water-saving fixtures and appliances are designed like straws, supplying only enough water to satisfy one’s thirst. But the pipes that bring that water into Americans’ homes are sized more like fire hoses.","Most of the plumbing pipes in the United States are oversize, wasting water in a time of increasing drought.",RealEstate,2024-11-17
2024-11-17 10:00:37+00:00,The New Chip Shot in the N.F.L.: 50-Yard Field Goals,"Kickers are better than ever, but the record pace of long attempts this season has been remarkable.","In September, Brandon Aubrey of the Dallas Cowboys kicked a 65-yard field goal, the second longest in N.F.L. history. It was hardly a fluke: So far this season, he has made nine field goals of 50 or more yards. Just 20 years ago, the Cowboys did not make a single field goal of 50 yards all season (trying only twice).","Kickers are better than ever, but the record pace of long attempts this season has been remarkable.",Upshot,2024-11-17
2024-11-17 10:00:37+00:00,"20 Years of Orcs, Guilds and Memes in World of Warcraft","The online role-playing game is more than just a game. It changed how we talk, love, grieve, spend money and hang out.","Even if you have never been consumed by the battle over Azeroth between the Alliance and the Horde, you probably know about World of Warcraft. The colorful online role-playing game where the likes of orcs, blood elves, night elves and dwarves band together to complete quests and vanquish villains transcended the realm of video games to become a pop culture phenomenon.","The online role-playing game is more than just a game. It changed how we talk, love, grieve, spend money and hang out.",Arts&Leisure,2024-11-17
2024-11-17 10:00:51+00:00,"Barnard’s Star Finally Has a Planet, and Possibly More","For a century, exoplanet hunters have “discovered” planets around a nearby star, only to retract the claims. But the latest find is for real.","Barnard’s Star is a dim, reddish ball of gas just six light-years away from Earth in the constellation Ophiuchus. It is the nearest stand-alone star to our sun, but with only one-fifth the mass, it is so dim that no one knew it was there until 1916, when the astronomer Edward Emerson Barnard recorded its image on a photographic plate.","For a century, exoplanet hunters have “discovered” planets around a nearby star, only to retract the claims. But the latest find is for real.",Science,2024-11-17
2024-11-17 10:00:53+00:00,"Cher Can, and Does, Turn Back Time","In the first volume of her memoir (which she hasn’t read), she explores her difficult childhood, her fraught marriage to Sonny Bono and how she found her voice.","Twice during a 90-minute interview about her memoir, Cher asked, “Do you think people are going to like it?”","In the first volume of her memoir (which she hasn’t read), she explores her difficult childhood, her fraught marriage to Sonny Bono and how she found her voice.",Arts&Leisure,2024-11-17
2024-11-17 10:01:01+00:00,A.I. Chatbots Defeated Doctors at Diagnosing Illness,"A small study found ChatGPT outdid human physicians when assessing medical case histories, even when those doctors were using a chatbot.","Dr. Adam Rodman, an expert in internal medicine at Beth Israel Deaconess Medical Center in Boston, confidently expected that chatbots built to use artificial intelligence would help doctors diagnose illnesses.","A small study found ChatGPT outdid human physicians when assessing medical case histories, even when those doctors were using a chatbot.",Science,2024-11-17
2024-11-17 10:01:04+00:00,"In a Sea of Neutral Tones, a Real Housewife Chooses Color",The addition of Bronwyn Newport to the cast of “The Real Housewives of Salt Lake City” has added a maximalist approach to a series known for its understated aesthetic.,"When Bronwyn Newport, a fashion blogger, joined the cast of Bravo’s “The Real Housewives of Salt Lake City” for its fifth season, she immediately caused a stir among a cast of compelling reality TV veterans, and not just because she was quickly drawn into the drama.",The addition of Bronwyn Newport to the cast of “The Real Housewives of Salt Lake City” has added a maximalist approach to a series known for its understated aesthetic.,Styles,2024-11-17
2024-11-17 10:01:56+00:00,Liberals Are Left Out in the Cold as Social Media Veers Right,"If the election underscored anything about the internet, it was the ascendancy of social platforms for the right. That puts Democrats at a disadvantage.","After Donald J. Trump won the election this month, his supporters gravitated to a panoply of online destinations to celebrate.","If the election underscored anything about the internet, it was the ascendancy of social platforms for the right. That puts Democrats at a disadvantage.",Business,2024-11-17
2024-11-17 10:02:04+00:00,"At COP29, Climate ‘Optimism Has Been Dampened’","Brad Plumer is reporting from Azerbaijan, where the annual U.N. climate summit got underway this week.","This week, diplomats and heads of state from nearly 200 countries gathered in Baku, the capital of Azerbaijan, for COP29, the climate summit held by the United Nations.","Brad Plumer is reporting from Azerbaijan, where the annual U.N. climate summit got underway this week.",Insider,2024-11-17
2024-11-17 10:02:07+00:00,Why ‘Tammy Faye’ the Musical Feels Like a Redemption,The televangelist defended gay men during the AIDS crisis. Now she’s getting perhaps the gayest tribute: a Broadway show led by Elton John.,"Anyone interested in Tammy Faye Bakker — the chirpy televangelist queen of the ’80s — can watch a documentary and a biopic about her, both called “The Eyes of Tammy Faye,” or read the autobiography “Tammy: Telling It My Way.”",The televangelist defended gay men during the AIDS crisis. Now she’s getting perhaps the gayest tribute: a Broadway show led by Elton John.,Culture,2024-11-17
2024-11-17 10:02:22+00:00,How Kamala Harris Burned Through $1.5 Billion in 15 Weeks,Her frenzied spending has led to second-guessing among some Democrats and questions as she has pressed for more cash since the election.,"Vice President Kamala Harris spent a remarkable $1.5 billion in her hyper-compressed 15-week presidential campaign. But in the days since losing to President-elect Donald J. Trump, her operation has faced questions internally and externally over where exactly all that cash went.",Her frenzied spending has led to second-guessing among some Democrats and questions as she has pressed for more cash since the election.,Politics,2024-11-17
2024-11-17 10:02:27+00:00,"How Bluesky, Alternative to X and Facebook, Is Handling Explosive Growth",The fledgling social media site has been flooded with new users since the election. It hasn’t all been easy.,"In February 2023, a half-dozen techies introduced a social network prototype in an invitation-only launch. They deliberately debuted their creation, Bluesky, with little fanfare so that they could closely manage its growth.",The fledgling social media site has been flooded with new users since the election. It hasn’t all been easy.,Business,2024-11-17
2024-11-17 10:02:34+00:00,Paramount Takes Promotional Stunt to New Level for ‘Gladiator II’,"The studio plans to air the same 60-second trailer on 4,000 TV, radio and digital channels on Monday.",For a snapshot of what movie marketers think it now takes to get the public’s attention — even for a sequel to a popular movie — consider the astounding stunt that Paramount Pictures has planned for “Gladiator II.”,"The studio plans to air the same 60-second trailer on 4,000 TV, radio and digital channels on Monday.",Business,2024-11-17
2024-11-17 10:02:40+00:00,"In Pennsylvania, the Election Litigation Continues, With a Twist","As a Senate recount plays out, at least four counties are ignoring an order from the State Supreme Court that undated or misdated mail ballots cannot be counted.","In an election defined in part by a tsunami of litigation before polls even opened, few states saw as much legal haggling over which ballots should count as Pennsylvania.","As a Senate recount plays out, at least four counties are ignoring an order from the State Supreme Court that undated or misdated mail ballots cannot be counted.",National,2024-11-17
2024-11-17 10:02:45+00:00,"Trump Signals a ‘Seismic Shift,’ Shocking the Washington Establishment",The president-elect’s early transition moves amount to a generational test of a system as he seeks to rewrite the balance of power and install lieutenants to blow up key parts of government.,"Somehow disruption doesn’t begin to cover it. Upheaval might be closer. Revolution maybe. In less than two weeks since being elected again, Donald J. Trump has embarked on a new campaign to shatter the institutions of Washington as no incoming president has in his lifetime.",The president-elect’s early transition moves amount to a generational test of a system as he seeks to rewrite the balance of power and install lieutenants to blow up key parts of government.,Washington,2024-11-17
2024-11-17 10:03:53+00:00,"Haiti’s Many Problems and Very Few Solutions, Explained",A search for a solution to the crisis in Haiti is growing more urgent as gangs gain territory and thousands more flee their homes.,"Haiti, a nation rocked by gang cruelty and plagued with political infighting, has — so far this year — had three prime ministers, seen at least 4,000 people killed and experienced brutality from armed groups so intense that it forced an extended closure of its international airport, twice.",A search for a solution to the crisis in Haiti is growing more urgent as gangs gain territory and thousands more flee their homes.,Foreign,2024-11-17
2024-11-17 10:07:52+00:00,A Global Fund for Climate Disasters Is Taking Shape in Trump’s Shadow,The U.N. climate summit in Azerbaijan has cleared the way for aid to flow when lower-income countries are hit.,"A long-awaited fund designed to help lower-income countries respond to natural disasters is finally taking shape at the U.N. climate conference in Baku, Azerbaijan.",The U.N. climate summit in Azerbaijan has cleared the way for aid to flow when lower-income countries are hit.,Climate,2024-11-17
2024-11-17 10:47:26+00:00,"Trump, Visiting New York, Finds a Friendly Crowd at a Fight","President-elect Donald J. Trump arrived at Madison Square Garden for an Ultimate Fighting Championship event, which for a brief moment resembled one of his campaign rallies.","President-elect Donald J. Trump, who has made few public appearances since Election Day, returned on Saturday to Madison Square Garden, the site of an inflammatory campaign rally late last month, to face a warm welcome from tens of thousands of people at an Ultimate Fighting Championship event.","President-elect Donald J. Trump arrived at Madison Square Garden for an Ultimate Fighting Championship event, which for a brief moment resembled one of his campaign rallies.",Washington,2024-11-17
2024-11-17 11:00:03+00:00,How to Save Opera in America? Make It New Again.,"To survive and thrive, we can’t rely on the glories of the past.","When the acclaimed soprano Lise Davidsen took the stage to sing her first performance of Giacomo Puccini’s “Tosca” at the Metropolitan Opera last week, it recalled a halcyon age: the early part of the 20th century, when opera as a public art form was arguably at the peak of its popularity, and new work by living composers was capturing the imagination of the public.","To survive and thrive, we can’t rely on the glories of the past.",OpEd,2024-11-17
2024-11-17 11:00:07+00:00,The Connections Companion No. 526,"Scroll down for hints and conversation about the puzzle for Monday, Nov. 18, 2024.","Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.","Scroll down for hints and conversation about the puzzle for Monday, Nov. 18, 2024.",Games,2024-11-17
2024-11-17 11:00:07+00:00,"The Sunday Read: ‘How Cheerleading Became So Acrobatic, Dangerous and Popular’","For decades, the sport has been shaped in large part by one company — and one man.","Nationwide, just over a million children, mostly girls, participate in cheer each year (some estimates are even higher), more than the number who play softball or lacrosse. And almost every part of that world is dominated by a single company: Varsity Spirit.","For decades, the sport has been shaped in large part by one company — and one man.",Podcasts,2024-11-17
2024-11-17 11:00:17+00:00,Jared Polis Wants to Win Back the Hippies,The governor’s embrace of Robert F. Kennedy Jr. may be no less significant to his success than his attention to affordability.,It’s such a bother when politicians have to go and complicate your clean narrative about why they’re succeeding.,The governor’s embrace of Robert F. Kennedy Jr. may be no less significant to his success than his attention to affordability.,OpEd,2024-11-17
2024-11-17 11:00:18+00:00,Donald Trump Is Already Starting to Fail,The president-elect is planting the seeds of his own political demise.,That was quick.,The president-elect is planting the seeds of his own political demise.,OpEd,2024-11-17
2024-11-17 11:00:26+00:00,Over 30 People Killed in Israeli Strikes in Central and Northern Gaza,"As Israel’s military wages a renewed offensive in the northern part of the enclave, Al Bureij and Nuseirat in central Gaza came under attack.","Israeli airstrikes pummeled two areas in central Gaza and a town in the north of the enclave on Sunday morning, killing more than 30 people and wounding several others, according to local rescue and emergency services.","As Israel’s military wages a renewed offensive in the northern part of the enclave, Al Bureij and Nuseirat in central Gaza came under attack.",Foreign,2024-11-17
2024-11-17 12:00:42+00:00,Slaying Dragons for 20 Years,World of Warcraft was first released two decades ago.,"You might not have played World of Warcraft, but you probably know of it. The game, which turns 20 this year, inspired an Emmy-winning “South Park” episode and a (not-so-great) movie. Its fans include celebrities like Henry Cavill and Mila Kunis.",World of Warcraft was first released two decades ago.,NYTNow,2024-11-17
2024-11-17 12:53:30+00:00,Airstrikes Hit Central Beirut for First Time in Weeks,The attacks came as Israel’s military has been pounding an area just outside the Lebanese capital with some of the heaviest waves of bombardment in months.,"Two waves of Israeli airstrikes hit Lebanon’s capital on Sunday, rare attacks inside Beirut that come as Israel’s military has been pounding areas outside the city where Hezbollah holds sway.",The attacks came as Israel’s military has been pounding an area just outside the Lebanese capital with some of the heaviest waves of bombardment in months.,Foreign,2024-11-17
2024-11-17 14:54:58+00:00,"On ‘S.N.L.,’ a Peaceful Transition to Trump’s Cabinet of Curiosities","Sarah Sherman plays Matt Gaetz as well as the widow of P’Nut, the conservative darling of the rodent world, while Charli XCX and pals serenade a mom-to-be.","An amicable White House transition meeting between President Biden and President-elect Donald J. Trump provided the template for the opening sketch of this weekend’s “Saturday Night Live,” and it also gave “S.N.L.” another opportunity to rearrange its musical chairs of who’s playing whom in the Trump administration, with new roles for Sarah Sherman (as Matt Gaetz) and Alec Baldwin (as Robert F. Kennedy Jr.).","Sarah Sherman plays Matt Gaetz as well as the widow of P’Nut, the conservative darling of the rodent world, while Charli XCX and pals serenade a mom-to-be.",Culture,2024-11-17
2024-11-17 16:00:03+00:00,Grand Ole Onions,"Tennessee onions are a golden casserole of thinly sliced onions, loads of butter, a spray of spices and a whole lot of cheese. Make them tonight.","Good morning. Tennessee onions are all over TikTok these days, a golden casserole of thinly sliced onions, loads of butter, a spray of spices and a whole lot of cheese.","Tennessee onions are a golden casserole of thinly sliced onions, loads of butter, a spray of spices and a whole lot of cheese. Make them tonight.",Dining,2024-11-17
2024-11-17 16:00:10+00:00,Taking Away the Car Keys: Is It the Doctor’s Duty?,Readers disagree with a guest essay urging mandatory reporting of impaired drivers. Also: The power of plutocrats; a suicide in jail; jaywalking in New York.,To the Editor:,Readers disagree with a guest essay urging mandatory reporting of impaired drivers. Also: The power of plutocrats; a suicide in jail; jaywalking in New York.,Letters,2024-11-17
2024-11-17 17:21:28+00:00,"Clifton R. Wharton Jr., Who Broke Racial Barriers, Is Dead at 98","He was the first African American to become president of a large white university, C.E.O. of a major corporation and deputy secretary of state.","When Clifton R. Wharton Jr. was appointed president of Michigan State University in 1969, he became the first African American in the nation to be named to head a major, predominantly white university.","He was the first African American to become president of a large white university, C.E.O. of a major corporation and deputy secretary of state.",Obits,2024-11-17
2024-11-17 17:36:47+00:00,Ann Selzer Announces End of Election Polling Operation,"Her final poll of Iowa before the election showed Kamala Harris leading Donald Trump, an outlier and a major miss.","J. Ann Selzer, the vaunted Iowa political pollster who released an eyebrow-raising poll just before Election Day, said on Sunday that she would end her election polling operation.","Her final poll of Iowa before the election showed Kamala Harris leading Donald Trump, an outlier and a major miss.",Politics,2024-11-17
2024-11-17 17:39:00+00:00,Gaetz Report Drama Brings a House Republican Feud Full Circle,A vendetta over the congressional ethics investigation into Matt Gaetz helped sink the last speaker. The new speaker has moved to quash it.,"When Speaker Mike Johnson said last week that he would “strongly request” that a damning congressional ethics report on the conduct of former Representative Matt Gaetz of Florida be kept under wraps, it was a full-circle moment for the man at the center of the controversy.",A vendetta over the congressional ethics investigation into Matt Gaetz helped sink the last speaker. The new speaker has moved to quash it.,Washington,2024-11-17
2024-11-17 17:42:43+00:00,U.S. Opens Investigation Into Killing of Sonya Massey,"The Justice Department notified Sangamon County, Ill., that it had opened a civil rights investigation after reports about the shooting raised “serious concerns.”","The Justice Department has opened an investigation into the fatal shooting by a sheriff’s deputy of Sonya Massey, a woman who had called the police because she thought a prowler was outside her home and was killed after an exchange with responding officers over a pot of hot water.","The Justice Department notified Sangamon County, Ill., that it had opened a civil rights investigation after reports about the shooting raised “serious concerns.”",Express,2024-11-17
2024-11-17 18:00:02+00:00,Biden Allows Ukraine to Strike Russia With Long-Range U.S. Missiles,"With two months left in office, the president for the first time authorized the Ukrainian military to use the system known as ATACMS to help defend its forces in the Kursk region of Russia.","President Biden has authorized the first use of U.S.-supplied long-range missiles by Ukraine for strikes inside Russia, U.S. officials said.","With two months left in office, the president for the first time authorized the Ukrainian military to use the system known as ATACMS to help defend its forces in the Kursk region of Russia.",Washington,2024-11-17
2024-11-17 18:54:11+00:00,Betty White Stamp to Be Released in 2025,The U.S. Postal Service announced it would honor the actress known for her comedic work on shows such as “The Golden Girls” and “The Mary Tyler Moore Show.”,"The actress Betty White, who is known to generations of viewers for her memorable characters in television shows such as “The Golden Girls” and “The Mary Tyler Moore Show,” will be getting her own postage stamp.",The U.S. Postal Service announced it would honor the actress known for her comedic work on shows such as “The Golden Girls” and “The Mary Tyler Moore Show.”,Express,2024-11-17
2024-11-17 19:12:40+00:00,"Bela Karolyi, 82, Dies; Gymnastics Coach Was Revered, Then Repudiated",He rose to fame leading the Romanian and U.S. Olympic teams. He was later caught up in scandals involving the abuse of young female gymnasts.,"Bela Karolyi, a charismatic taskmaster of a gymnastics coach who with his wife, Martha, developed generations of the sport’s leading athletes, but whose reputation was tainted by accusations of an abusive style and blindness to the sexual crimes of Dr. Larry Nassar, died on Friday. He was 82.",He rose to fame leading the Romanian and U.S. Olympic teams. He was later caught up in scandals involving the abuse of young female gymnasts.,Obits,2024-11-17
2024-11-17 20:01:46+00:00,What’s New in the Case of the Document Leaks Roiling Israel,A judge revealed more details about how and why an aide to Prime Minister Benjamin Netanyahu gave sensitive information to the news media.,An Israeli judge on Sunday revealed more details in a case involving an official in Prime Minister Benjamin Netanyahu’s office and a military officer suspected of leaking and mishandling classified intelligence documents — an accusation that has been roiling the country in the midst of war.,A judge revealed more details about how and why an aide to Prime Minister Benjamin Netanyahu gave sensitive information to the news media.,Foreign,2024-11-17
2024-11-17 20:31:57+00:00,"Lawrence Robbins, D.C. Lawyer in Newsmaking Cases, Is Dead at 72",He argued 20 times before the Supreme Court and prepared witnesses like Marie Yovanovitch and Christine Blasey Ford for their congressional testimony.,"Lawrence Robbins, an influential trial and appellate lawyer who argued 20 cases before the Supreme Court, prepared high-profile witnesses for their congressional testimonies and made his debut as a novelist last month, died on Nov. 2 in Manhattan. He was 72.",He argued 20 times before the Supreme Court and prepared witnesses like Marie Yovanovitch and Christine Blasey Ford for their congressional testimony.,Obits,2024-11-17
2024-11-17 20:35:58+00:00,"Biden Visits Amazon, Vowing Help to Fight Climate Change","The president toured the rainforest and promised Brazil funds for environmental initiatives, even as the incoming Trump administration appears poised to roll them back.","President Biden pledged new financial help to protect the Amazon, the planet’s largest tropical rainforest, during a visit to Brazil on Sunday, making one final push to combat climate change before President-elect Donald J. Trump returns to power in January.","The president toured the rainforest and promised Brazil funds for environmental initiatives, even as the incoming Trump administration appears poised to roll them back.",Foreign,2024-11-17
