pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-14 05:03:05+00:00,Thursday Briefing,A victory for the Republican Party.,"Republicans cemented their control of the House yesterday, after holding onto a handful of critical seats in Arizona and California and defeating incumbent Democrats in key battleground districts, handing the G.O.P. a governing trifecta in Washington to enact President-elect Donald Trump’s agenda. A few remaining races were still too close to call.",A victory for the Republican Party.,NYTNow,2024-11-14
2024-11-14 05:56:59+00:00,Typhoon Usagi Slams Into the Philippines,The storm made landfall on the island of Luzon. Forecasters warned of torrential rain and landslides in the north of the country.,Typhoon Usagi made landfall in the Philippines on Thursday as the authorities warned that the storm could cause widespread flooding and landslides in the north of the country.,The storm made landfall on the island of Luzon. Forecasters warned of torrential rain and landslides in the north of the country.,Express,2024-11-14
2024-11-14 06:00:10+00:00,Trump’s Way Could Win the Contest With China Once and for All,"His bluster and unpredictability, combined with strategic discipline, could permanently tilt the rivalry with China in America’s favor.","Donald Trump’s first term signaled a historic shift in U.S. policy toward China. His strategic blend of economic pressure, unpredictability, sanctions and tariffs knocked Beijing off balance. It was a turning point: Washington moved from passive acceptance of China’s revisionist ambitions to assertive opposition. The Biden administration has wisely maintained and in some cases expanded on this framework.","His bluster and unpredictability, combined with strategic discipline, could permanently tilt the rivalry with China in America’s favor.",OpEd,2024-11-14
2024-11-14 06:00:21+00:00,Louis Vuitton’s Luxury Pit Stop,Who says a temporary space needs to look undone?,Being temporary in the world of luxury is still quite nice.,Who says a temporary space needs to look undone?,Styles,2024-11-14
2024-11-14 07:00:02+00:00,Word of the Day: complacent,This word has appeared in 143 articles on NYTimes.com in the past year. Can you use it in a sentence?,"The word complacent has appeared in 143 articles on NYTimes.com in the past year, including on May 25 in the book review “The Women of Greek Myths Are Finally Talking Back” by Alexandra Alter:",This word has appeared in 143 articles on NYTimes.com in the past year. Can you use it in a sentence?,Learning,2024-11-14
2024-11-14 07:09:20+00:00,Late Night Chides Biden for Keeping His Cool With Trump,"“I’m not saying booby-trap the place, but you don’t have to be overly helpful,” Seth Meyers said after the president welcomed Donald Trump to the White House.","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now.","“I’m not saying booby-trap the place, but you don’t have to be overly helpful,” Seth Meyers said after the president welcomed Donald Trump to the White House.",Culture,2024-11-14
2024-11-14 08:00:05+00:00,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",Feeling stuck on today’s puzzle? We can help.,Games,2024-11-14
2024-11-14 08:00:07+00:00,Newsletter as Dinner Party: Serving Up Science and Health Advice,"Jancee Dunn dispenses tips, tricks and advice on how to build a sounder mind and body in The Times’s Well newsletter.","Jancee Dunn, a health and lifestyle columnist for The New York Times, has learned from psychologists how to support a friend who’s getting divorced. She’s picked up bargaining tips from a kidnap negotiator. She’s learned to extend her walks by counting the dogs she passes, instead of the passing minutes.","Jancee Dunn dispenses tips, tricks and advice on how to build a sounder mind and body in The Times’s Well newsletter.",Insider,2024-11-14
2024-11-14 08:00:08+00:00,"House, Trees, Sky","Tell us a story, real or made up, that is inspired by this image.","Use your imagination to write the opening of a short story or poem inspired by this illustration, or describe a memory from your own life that this image makes you think of.","Tell us a story, real or made up, that is inspired by this image.",Learning,2024-11-14
2024-11-14 08:00:13+00:00,New York Doesn’t Have Enough Housing. Why Is It So Expensive to Build?,"The scarcity of apartments makes it easy for landlords to raise rents, but building new developments comes with high costs and regulatory hurdles.","This is The Housing Crunch, a five-part series on New York City’s affordable housing crisis.","The scarcity of apartments makes it easy for landlords to raise rents, but building new developments comes with high costs and regulatory hurdles.",Metro,2024-11-14
2024-11-14 08:00:20+00:00,Man Convicted in 1989 Killing of Black Teen Will Present New Evidence,"The death of Yusuf Hawkins in Brooklyn set off months of protests. Joseph Fama, who prosecutors say shot the 16-year-old in a melee, will get a chance to prove his innocence.","It was one of the most racially charged murder cases in New York City history: A mob of white teenagers armed with baseball bats and a gun set upon Yusuf Hawkins, a Black 16-year-old, one summer night in 1989 in Bensonhurst, Brooklyn, touching off months of furious protests.","The death of Yusuf Hawkins in Brooklyn set off months of protests. Joseph Fama, who prosecutors say shot the 16-year-old in a melee, will get a chance to prove his innocence.",Metro,2024-11-14
2024-11-14 10:00:16+00:00,Are A.I. Clones the Future of Dating? I Tried Them for Myself.,A New York Times reporter tested a handful of chatbots to see if they could help improve his dating life. The results were decidedly mixed.,"It is widely believed that artificial intelligence could change the world, from solving climate change to curing cancer. Some even fear it will destroy humanity. But can it fix my dating life?",A New York Times reporter tested a handful of chatbots to see if they could help improve his dating life. The results were decidedly mixed.,Business,2024-11-14
2024-11-14 10:00:16+00:00,Jenny Slate Has Learned to Chill by Reading Aloud to Her Daughter,"“It is perhaps the most relaxing thing that I’ve ever done,” says the actress, whose new book of essays is “Lifeform.” She thanks her own mother for the gift of Margaret Atwood.",What books are on your night stand?,"“It is perhaps the most relaxing thing that I’ve ever done,” says the actress, whose new book of essays is “Lifeform.” She thanks her own mother for the gift of Margaret Atwood.",BookReview,2024-11-14
2024-11-14 10:00:31+00:00,How the Mideast War Has Shaken America’s Cultural Institutions,"In the last year, museums, book festivals, arts journals and other organizations have experienced bitter discord over what qualifies as tolerable speech about the conflict and its combatants.","The owner of the prestigious journal Artforum fired its top editor for publishing an open letter supporting “Palestinian liberation,” prompting resignations and a boycott by writers and artists. A prominent Hollywood agent stepped down from a leadership role at Creative Artists Agency after sharing images on social media that used the word “genocide” to describe Israel’s military campaign in Gaza.","In the last year, museums, book festivals, arts journals and other organizations have experienced bitter discord over what qualifies as tolerable speech about the conflict and its combatants.",Culture,2024-11-14
2024-11-14 10:00:31+00:00,3 Thrillers Brimming With Shocking Twists and Turns,"Our columnist on new books by David McCloskey, Sarah Sawyer and Ragnar Jónasson.","Hoping to catch the eye of the boy she likes, 13-year-old Deecie Jeffries sneaks out of the house in Austin, Texas, in 1987 and is never heard from again. The case remains cold for more than 20 years, when Bee Rowan, a neighbor who was 15 at the time, returns to Austin to face up to the past — Deecie’s, and her own family’s.","Our columnist on new books by David McCloskey, Sarah Sawyer and Ragnar Jónasson.",BookReview,2024-11-14
2024-11-14 10:00:46+00:00,"Amaranths Were Nearly Wiped Out by Colonization. Now, They’re Making a Return.","Once a mainstay of Indigenous diets, the South American crop is having a resurgence in popularity, in part because of its health benefits.","Around March, the valleys to the north and east of Cuzco, Peru, begin to gleam with pink and crimson — “crowned with amaranth,” the poet Henry Wadsworth Longfellow once wrote, “as with flame.” Native to South America, this scentless species of amaranth (Amaranthus caudatus), distinctive for its tentacle-like inflorescences, is prized for the nutty-tasting, protein-rich seeds that develop from its flowers. (Its leaves are also edible.) Known in Peru by its Quechua name, kiwicha, it was domesticated by Andean peoples some 3,000 years ago and later became a source of sustenance for the Incas and their contemporaries. (A different variety of amaranth was grown by the Aztecs of Mexico.) But the 16th-century Spanish colonizers, writes Jamaica Kincaid in “An Encyclopedia of Gardening for Colored Children” (2024), forced the Incas and the Aztecs to abandon their crops and replace them “with barley, wheat and other European grains.”","Once a mainstay of Indigenous diets, the South American crop is having a resurgence in popularity, in part because of its health benefits.",TStyle,2024-11-14
2024-11-14 10:00:47+00:00,Why Do Flowers Mean So Much to Us?,"Icons of beauty, providers of sustenance, even symbols of divinity — blossoming plants have assumed a deep significance to many cultures across the globe.","A flower is beautiful, and that above all is why we love them. But often, and in many places, a flower is also much more — it’s a food, a lucrative export, a symbol. There’s a reason why, throughout history, different people in different places have lost their minds over one flower or another (the tulip most famously, but not only); a flower is both a seductive object and a metaphor, a receptacle for whatever kind of meaning we bestow upon it.","Icons of beauty, providers of sustenance, even symbols of divinity — blossoming plants have assumed a deep significance to many cultures across the globe.",TStyle,2024-11-14
2024-11-14 10:01:05+00:00,The Flowers Celebrated in Festivals Across Japan,The colorful blooms of azaleas light up public spaces and private gardens.,"Azaleas, a more compact member of the rhododendron family, grow throughout the Japanese archipelago. The shrub, with its often fuzzy evergreen leaves and funnel-shaped flowers, is a fixture of private gardens, shrines and national parks. In spring, when the blossoms are at their most vivid — in saturated shades of pink, purple or orange, striped or speckled — dozens of azalea festivals crop up, from subtropical Fukuoka to temples in the middle of Tokyo to the mountains of Hokkaido.",The colorful blooms of azaleas light up public spaces and private gardens.,TStyle,2024-11-14
2024-11-14 10:01:07+00:00,"Food, Offering, Medicine, Political Symbol: What the Lotus Means in Sri Lanka","The flower has developed a deep national importance, but what exactly it signifies depends on whom you ask.","IN ONE SWIFT movement, Asoka swung his machete into the side of a tree and left the hooked blade lodged in its trunk. The Sri Lankan lotus farmer was in his late 40s, with dark, leathery skin, a graying soul patch and lips stained red from betel nut. He placed his phone in the branches and gestured to me to remove my shoes. The grass felt like rubber under my feet on that February morning. Mud oozed between my toes. “Pankaja,” I murmured to myself, “mud born.” It is one of over 40 words for the sacred lotus flower (Nelumbo nucifera) in Sanskrit. I rolled my corduroys up to my knees and we began to wade into the lake, which Asoka, whose full name is Y.G.W. Dissinayake, had rented for cultivation. The rising sun suffused the thin mist that hung over the water. We soon stood in several inches of soft mud and murky water, surrounded by a colony of lotuses. There were calyxes of faded pink, others in full bloom, with yellowish-white interiors and petals of translucent brightness, sheltered by broad, nodding leaves and curled, elliptical buds. Most beguiling of all was the fruiting receptacle. It looked like something that a spacecraft might have jettisoned as it breached the Earth’s atmosphere — a magical cup of unbelievable hardiness in whose waxy surface the beanlike seeds of the lotus lay embedded, with the power to fruit even after a thousand years.","The flower has developed a deep national importance, but what exactly it signifies depends on whom you ask.",TStyle,2024-11-14
2024-11-14 10:01:55+00:00,How the Protea Became a Symbol for South Africa,The resilient species — which regrow after wildfires — are said to capture the spirit of a nation reborn.,"Before there were seven continents, there were proteas. Related to sycamores and to the sacred lotus, they’re native to what’s now Australia and South America, as well as to South Africa, where they’re most abundant in the Cape Floristic Region, a biodiverse swath of land in the country’s southwest. Wanderers of its peaks, valleys and dunes might miss the Protea nana, also known as the skaamblom, or “shy flower,” because its bell-shaped blooms advance downward into the brush, but there are plenty of other species to see. (The name “protea” comes from the shape-shifting Greek god Proteus.) There’s the Pink Mink, whose petals are tipped with black hairs; the spiky-soft pincushion protea, with its dome of protruding styles; and the King protea, characterized by an oversize inflorescence featuring a ring of bracts surrounding an orblike grouping of velvety florets.",The resilient species — which regrow after wildfires — are said to capture the spirit of a nation reborn.,TStyle,2024-11-14
2024-11-14 10:01:55+00:00,How Marigolds Became a Flower for Weddings and Funerals,"Originating in North America, the blossoms have become central to Hindu rituals in India.","In the holy Indian city of Varanasi, the bodies of the dead are draped in garlands of marigolds before being cremated on the banks of the Ganges River. According to Hindu teachings, marigolds embody purity, strength and new beginnings, which means that they feature in rituals of all kinds, from political rallies to sacred festivals to weddings. In cities and towns across India, vendors display them heaped into small mountains or strung into ropes, which are used to adorn the necks of newlyweds or to embellish ceremonial altars. The petals can also be dried into a digestion-aiding tea or simmered in water to make a natural dye.","Originating in North America, the blossoms have become central to Hindu rituals in India.",TStyle,2024-11-14
2024-11-14 10:02:09+00:00,"A Trip Through the Pink, Fragrant Rose Fields of Oman","The damask variety, valued for its sweet scent, is responsible for the country’s renowned rose water.","Each spring, thanks to irrigation techniques that date back to antiquity, the harsh, vertiginously terraced slopes of Jabal Akhdar, a lush and green peak in Oman’s Hajar Mountains, radiate pink. From April to mid-May, riotous fields of Rosa damascena, the damask rose, suffuse the air with their perfume, a sweet, delicate scent that the 20th-century Syrian poet Nizar Qabbani described as “the history of all fragrance.”","The damask variety, valued for its sweet scent, is responsible for the country’s renowned rose water.",TStyle,2024-11-14
2024-11-14 10:02:10+00:00,"Orchids Are Highly Prized in the West. In the South Pacific, They’re Everywhere.",Papua New Guinea is home to thousands of species — many still waiting to be discovered.,"Orchids are zygomorphic, which means that if you cut the flowers in half from top to bottom, each side is symmetrical, like a human face. It could explain why these blooms — which range from baroque and blowsy to subtle and delicate — inspire particular passion among botanical enthusiasts: In them, we see a reflection of ourselves. That’s especially true in Papua New Guinea, where the scale and diversity of orchids holds a mirror to the country itself, which is home to some 850 distinct languages and about as many tribes. More than 3,800 species of orchids have been identified on the island of New Guinea, the eastern half of which comprises most of Papua New Guinea, but Mary Gerritsen, the president of the California-based Orchid Conservation Alliance and a frequent leader of orchid-spotting trips to Papua New Guinea, estimates that there could be more than a thousand species yet to be documented.",Papua New Guinea is home to thousands of species — many still waiting to be discovered.,TStyle,2024-11-14
2024-11-14 10:02:20+00:00,How the World’s Most Expensive Spice Is Grown,A glimpse at Kashmir’s saffron harvest.,"Its vibrant purple petals notwithstanding, the saffron flower (Crocus sativus) is valued primarily for what hides beneath those petals: tiny, fiery orange stamens that, once plucked and processed, become the world’s most expensive spice, one that adds sweet flavor and deep golden color to dishes as culinarily disparate as Spanish paella, South Asian pulao and Swedish St. Lucia buns. Known botanically as a triploid owing to its three sets of chromosomes, the saffron crocus can neither grow wild nor reproduce without human intervention. Instead the plant must be propagated and harvested manually, a laborious undertaking that Bronze Age Greeks are believed to have pioneered and that helps account for its price. Today saffron is grown in a latitudinal belt that runs from the Mediterranean to South Asia, with Iran currently contributing about 85 percent of the global supply. But saffron from Kashmir is arguably the most highly prized, says Sana Javeri-Kadri, whose seven-year-old Oakland, Calif.-based spice business, Diaspora Spice Co., sources its inventory from a small family farm in the Kashmiri town of Pampore, where the flowers have been cultivated since at least the 12th century. Harvested between late October and early November, the saffron there grows alongside apricots and almonds in particularly porous soil that’s fed by nutrient-rich snowmelt all spring. The result is an extra-potent crop redolent of almonds and honey that’s hand-processed, with each individual stamen massaged to bring its natural oils to the surface. The beauty of the valley during the saffron bloom, she says, is almost otherworldly. “The light is buttery yellow, the leaves of the fruit trees are bright orange and the ground is blanketed in purple flowers,” says Javeri-Kadri, who has attended Pampore’s fall harvest for three years running. “I’ve never seen those colors together in nature before. It’s stunning.”",A glimpse at Kashmir’s saffron harvest.,TStyle,2024-11-14
2024-11-14 10:02:20+00:00,Following the Scent of Egypt’s Jasmine,"In the Nile Delta, farming the redolent vine is both a tradition and a vital way to make a living.","In the middle of the Nile Delta, about 50 miles north of Cairo, the small town of Shubra Bilulah is encircled by roughly 300 acres of flower farms. The majority of them are growing Jasminum grandiflorum, a lacy vine with delicate white flowers that typically bloom between June and December and yield 90 percent of the country’s jasmine crop: roughly 2,500 tons of blossoms a year. The flowers are handpicked at dawn and then placed in solvent-filled extraction tanks where the liquid is distilled, steamed and cooled overnight before re-emerging as a waxlike paste that’s then shipped to perfumeries around the world.","In the Nile Delta, farming the redolent vine is both a tradition and a vital way to make a living.",TStyle,2024-11-14
2024-11-14 10:02:40+00:00,"Murderous Emperors, Plagues, Killer Lobsters: New Speculative Fiction","Recent books by Minsoo Kang, Margaret Killjoy and James S.A. Corey.","Horace Walpole wrote that “history is a romance that is believed; romance, a history that is not believed.” Minsoo Kang’s THE MELANCHOLY OF UNTOLD HISTORY (Morrow, 228 pp., $28) engages with that tension, unfolding in three distinct registers: a horror-inflected narrative of a raconteur about to be killed by his emperor, a mythic tale of discord between the gods, and a story of a recently bereaved present-day history professor. The braiding of these narrative strands invites us to question who, in the grand scheme of things, is telling stories about whom.","Recent books by Minsoo Kang, Margaret Killjoy and James S.A. Corey.",BookReview,2024-11-14
2024-11-14 10:02:41+00:00,There’s Nothing Like Watching Vietnam’s Waterlily Harvest,"In the Mekong Delta, farmers and locals still gather the flowers on wooden boats. Now, the ritual’s also become a photo op.","The lotus may be Vietnam’s national flower but, in the country’s Mekong Delta, it’s the waterlily, a similar though unrelated plant, that draws crowds of visitors to witness its harvest each fall. For several weeks between August and November, depending on the intensity of the year’s monsoons, farmers and other locals, mostly women, wade through murky shallows at dawn to collect the day-blooming Nymphaea nouchali and the night-blooming Nymphaea rubra, the two varieties most commonly found in Africa and Asia. There are roughly 85 species in the waterlily family, Nymphaeaceae, native to temperate and tropical climates around the world and descendants of the planet’s oldest flowering plants. Fossilized seeds found in northern Japan in 1997 are believed to be about 85 million years old. In ancient Egypt, pharaohs, including King Tutankhamen (circa 1341-23 B.C.), were buried with blue waterlilies. A staple of the culture (used for food and medicine), the flowers also symbolized immortality and were said to have been valued for their psychedelic properties during funeral rites.","In the Mekong Delta, farmers and locals still gather the flowers on wooden boats. Now, the ritual’s also become a photo op.",TStyle,2024-11-14
2024-11-14 10:02:58+00:00,"Awaiting the Results of I.V.F., a Couple Watch the World Burn","In his novel “States of Emergency,” Chris Knapp doesn’t just tighten the distance between our inner lives and the world around us; he erases it.","During a 2015 heat wave in Paris, an unnamed white American and his biracial French wife, Ella, follow the news of Greece’s debt crisis, watch episodes of “Homeland” and stash bottles of Perrier in the freezer. The atmosphere in their un-air-conditioned apartment is both tender and tense; they are awaiting the outcome of Ella’s fertility treatment. The husband, our narrator, wonders if the heat will impact the results of the procedure, as Ella endures “the mounting psychic pain of waiting to find out whether she was pregnant.” This is the real Perrier in the freezer: the precarious hope for parenthood in a world on the brink of combustion. “I was beginning to see the outline of an essay,” the narrator, an aspiring writer, tells us:","In his novel “States of Emergency,” Chris Knapp doesn’t just tighten the distance between our inner lives and the world around us; he erases it.",BookReview,2024-11-14
2024-11-14 10:03:08+00:00,‘Dream Team’ Review: Fax on the Beach,"Nothing really makes sense in this homage to ’90s cable thrillers, but that’s sort of the point.","Nothing about “Dream Team” is very serious, and it would be a waste of time to force meaning onto it. But that’s not a mistake; it’s the whole idea. Directed by the always adventurous team of Lev Kalman and Whitney Horn (“Two Plains and a Fancy,” “L for Leisure”), the film is shot and structured to pay homage to late-night cable thrillers from the 1990s, complete with a cheekily erotic edge.","Nothing really makes sense in this homage to ’90s cable thrillers, but that’s sort of the point.",Weekend,2024-11-14
2024-11-14 10:03:20+00:00,‘Red One’ Review: Santa’s Helpers Have Been Working Out,"Starring Dwayne Johnson and Chris Evans, this Christmas offering has the courage to ask: What if the Santa Claus story was like a Marvel movie?","Over time, Santa Claus movies have become inherently and forgivably silly. After all, there are only so many reasonable commercial twists you can put on one of the most commercialized characters in the Western world. It’s what has given us the contractual Santa (“The Santa Clause”); the pugilistic maniac Santa (“Violent Night”); the one about Santa’s degenerate brother (“Fred Claus”); and later this month, the Satan Santa (“Dear Santa”).","Starring Dwayne Johnson and Chris Evans, this Christmas offering has the courage to ask: What if the Santa Claus story was like a Marvel movie?",Weekend,2024-11-14
2024-11-14 10:03:24+00:00,Homes for Sale in Manhattan and Queens,"This week’s properties are in Inwood, the East Village and Jackson Heights.","A three-bedroom, one-bath, roughly 1,000-square-foot apartment with a windowed galley kitchen, an open living and dining area and a washer/dryer, on the second floor of a six-story prewar building with a virtual intercom, live-in super, courtyard, shared garden, bike room and dedicated basement storage cage. Edoardo Maggini, BOND New York, 212-582-2009; bondnewyork.com","This week’s properties are in Inwood, the East Village and Jackson Heights.",RealEstate,2024-11-14
2024-11-14 10:03:25+00:00,"The Craggiest, Crunchiest, Juiciest Fried Chicken Thanksgiving",It’s something turkey often isn’t — undeniably juicy and a guaranteed crowd-pleaser.,"My first year creating recipes for Thanksgiving season, I was practically giddy at the thought of coming up with dishes that would be shared at countless tables. (And yes, it’s a season, especially if, like me, you’ve spent years at food magazines and test kitchens, where holiday planning starts while it’s still beach weather.)",It’s something turkey often isn’t — undeniably juicy and a guaranteed crowd-pleaser.,Dining,2024-11-14
