pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-24 06:00:09+00:00,The Democrats Are in Trouble. This Man Can Save Them.,The theories of the 20th-century philosopher John Rawls can inspire a new way for Democrats to find relevance.,"The election victory by Donald Trump and his Republican Party was a rebuke of a Democratic Party that has positioned itself as protector of a despised status quo, rendering it unable to connect with an electorate desperate for change. Defeating Mr. Trump in the future will require liberals, progressives and others on the left to articulate a positive vision that can capture the imagination of a broad majority of Americans.",The theories of the 20th-century philosopher John Rawls can inspire a new way for Democrats to find relevance.,OpEd,2024-11-24
2024-11-24 06:00:09+00:00,Taiwan Is Ready to Defend Democracy. Is Trump?,Many Americans voted for border security. Try living next to China.,"I don’t envy American voters. Your presidential choices have an impact halfway across the planet. Your soldiers fight and die in other countries’ wars. I know you’re tired of feeling you have to fix the world’s problems. But like it or not, this unique privilege and responsibility comes with being a citizen of the greatest country in the world.",Many Americans voted for border security. Try living next to China.,OpEd,2024-11-24
2024-11-24 08:00:11+00:00,New York City Hotel Rates Soar to Record Heights as Holiday Travel Nears,"Hotels charged an average of $417 per night in September, the highest monthly rate ever for the city. “I don’t understand how normal people can go there,” one tourist said.","For a recent Friday night at a Hilton in Times Square: $537, including a daily $35 “destination charge.”","Hotels charged an average of $417 per night in September, the highest monthly rate ever for the city. “I don’t understand how normal people can go there,” one tourist said.",Metro,2024-11-24
2024-11-24 08:00:13+00:00,Chinatown Vendor Tallies Neighborhood’s Decline in $1 Plastic Bracelets,"A longtime vendor in Manhattan’s Chinatown is finding it harder to make a living as people shun his intricate crafts, haggle over cheap knickknacks and shift their spending online.","By the time Shaohua Yu erected his stand at around 10 a.m., Chinatown was already bustling. Tourists were wandering around the stalls along Canal Street, where Chinese peddlers and recent immigrants from Africa were selling the same fake Louis Vuitton and Gucci products. Behind Mr. Yu, the New Kam Man supermarket had just rolled up its steel curtain. A row of roasted ducks hung in the window facing him.","A longtime vendor in Manhattan’s Chinatown is finding it harder to make a living as people shun his intricate crafts, haggle over cheap knickknacks and shift their spending online.",Metro,2024-11-24
2024-11-24 08:00:16+00:00,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",Feeling stuck on today’s puzzle? We can help.,Games,2024-11-24
2024-11-24 08:00:22+00:00,Trash Talk at Work? Uncool in Any Language.,One of my co-workers criticized another in Spanish. Should I tell them that they were understood?,"Send questions about the office, money, careers and work-life balance to workfriend@nytimes.com. Include your name and location, or a request to remain anonymous. Letters may be edited.",One of my co-workers criticized another in Spanish. Should I tell them that they were understood?,SundayBusiness,2024-11-24
2024-11-24 08:00:27+00:00,‘Every Few Pages Reflected Each Person’s Take on Their Experience ’,"What “Law & Order” background actors think, a special summer and more reader tales of New York City in this week’s Metropolitan Diary.",Dear Diary:,"What “Law & Order” background actors think, a special summer and more reader tales of New York City in this week’s Metropolitan Diary.",Metropolitan,2024-11-24
2024-11-24 08:00:48+00:00,"At Bible Study for the Homeless, a Search for Meaning","Religion is often overlooked as a factor in the lives of the needy, but those who gather at a center in Virginia say it helps sustain them.","Six mornings a week, a call for quiet stills a day center for homeless people in Northern Virginia, and those so inclined gather to thank God, read scripture and ponder its message for their tribulations.","Religion is often overlooked as a factor in the lives of the needy, but those who gather at a center in Virginia say it helps sustain them.",Washington,2024-11-24
2024-11-24 08:00:55+00:00,Former Obama Aide Enters the New York City Mayor’s Race,"Michael Blake, a former state assemblyman and a veteran of the Obama administration, joins a crowded field of candidates running against Mayor Eric Adams.","Michael Blake, a former New York State assemblyman from the Bronx and a veteran of the Obama administration, is entering the crowded race to unseat Mayor Eric Adams.","Michael Blake, a former state assemblyman and a veteran of the Obama administration, joins a crowded field of candidates running against Mayor Eric Adams.",Metro,2024-11-24
2024-11-24 08:00:58+00:00,Have New York’s Football Teams Finally Hit Rock Bottom?,The Jets and Giants are both having seasons that fans would rather forget. But they took very different routes to get there.,Misery and gloom are haunting the Giants yet again this football season. But there is one consolation: At least they aren’t the Jets.,The Jets and Giants are both having seasons that fans would rather forget. But they took very different routes to get there.,Metro,2024-11-24
2024-11-24 08:44:53+00:00,An Israeli Rabbi Is Abducted and Killed in the U.A.E.,The Israeli authorities called the killing of Rabbi Zvi Kogan an act of terrorism. The Emirati government said it had arrested three people in connection with the murder.,"An Israeli rabbi in the United Arab Emirates who had been missing since Thursday has been found murdered, Israeli and Emirati authorities announced on Sunday. Israeli officials called the death of the rabbi, Zvi Kogan, an act of terrorism, without providing any further details.",The Israeli authorities called the killing of Rabbi Zvi Kogan an act of terrorism. The Emirati government said it had arrested three people in connection with the murder.,Foreign,2024-11-24
2024-11-24 10:00:25+00:00,"Reading, With Extra Cheese: Remembering Pizza Hut’s ‘Book It!’",Reporting on the 40th anniversary of the popular pizza literacy program sent one writer on a mozzarella-scented memory trail.,"It was late one night last spring, and I was Googling cultural phenomena that would mark milestone anniversaries in 2024, as a sleepless reporter does.",Reporting on the 40th anniversary of the popular pizza literacy program sent one writer on a mozzarella-scented memory trail.,Insider,2024-11-24
2024-11-24 10:00:42+00:00,"In West Bank Raids, Palestinians See Echoes of Israel’s Gaza War","West Bank residents say Israeli forces are adopting tactics similar to the ones they are deploying in Gaza, including airstrikes and the use of Palestinians as human shields.","The Israeli soldiers grabbed his arms on each side, Nasir Damaj recalled, marching him through the streets to the blown-out shell of a mosque.","West Bank residents say Israeli forces are adopting tactics similar to the ones they are deploying in Gaza, including airstrikes and the use of Palestinians as human shields.",Foreign,2024-11-24
2024-11-24 10:00:43+00:00,Should You Still Learn to Code in an A.I. World?,"Coding boot camps once looked like the golden ticket to an economically secure future. But as that promise fades, what should you do? Keep learning, until further notice.","When Florencio Rendon was laid off from his third construction job in three years, he said, “it was the straw that broke the camel’s back.”","Coding boot camps once looked like the golden ticket to an economically secure future. But as that promise fades, what should you do? Keep learning, until further notice.",SundayBusiness,2024-11-24
2024-11-24 10:00:57+00:00,Shopping and Shame Share the Shelves in ‘American Bulk’,"In an eye-opening collection, Emily Mester considers why she, and we, seek satisfaction by obsessively choosing, buying and rating the objects we desire.","We have reached peak feedback. The customer is not only always right, but always writing, rating. The bank, the phone company and the hospital want us to evaluate our experiences with them on a scale of 1 to 10. There are Yelp reviews of Planet Earth.","In an eye-opening collection, Emily Mester considers why she, and we, seek satisfaction by obsessively choosing, buying and rating the objects we desire.",BookReview,2024-11-24
2024-11-24 10:01:01+00:00,A Survivor in Spain Filmed How the Water Flooded Her Town in Hours,"Rosalía Arenas, a resident of Utiel, recorded on her phone for nearly five hours as deadly floods submerged her street. A boat eventually evacuated Ms. Arena and her 2-year-old child.","Rosalía Arenas, a resident of Utiel, recorded on her phone for nearly five hours as deadly floods submerged her street. A boat eventually evacuated Ms. Arena and her 2-year-old child.","Rosalía Arenas, a resident of Utiel, recorded on her phone for nearly five hours as deadly floods submerged her street. A boat eventually evacuated Ms. Arena and her 2-year-old child.",,2024-11-24
2024-11-24 10:01:06+00:00,Raging Waters Were Headed Their Way. Why Did Nobody Tell Them?,"Torrential rains in Valencia, in eastern Spain, caused flooding that killed more than 200 people. The deluge started inland. It took the authorities hours to warn those downstream.","Hours before a river of mud descended on towns around Valencia, trapping and killing hundreds of people, water started gushing through the small Spanish municipality of Utiel.","Torrential rains in Valencia, in eastern Spain, caused flooding that killed more than 200 people. The deluge started inland. It took the authorities hours to warn those downstream.",Foreign,2024-11-24
2024-11-24 10:01:54+00:00,"The Icy, Terrifying, Pathological Human Need to Climb","In “The White Ladder,” the British writer Daniel Light explores the heroes, villains and dramas of early mountaineering.","In 1519, the Spanish conquistador Diego de Ordaz reached the summit of the stratovolcano Popocatépetl during an expedition in Mexico under Hernan Cortés.","In “The White Ladder,” the British writer Daniel Light explores the heroes, villains and dramas of early mountaineering.",BookReview,2024-11-24
2024-11-24 10:01:58+00:00,"A Reggaeton Ode to Colombia Is a Hit, but It’s Not Music to Everyone’s Ears",A recent song’s explicit lyrics have prompted criticism that the music promotes harmful stereotypes about Colombia.,"“A mamacita since she was 14,” the song says in Spanish, with a chorus that repeats: “And even though that little baby has an owner, she goes out whenever she wants.”",A recent song’s explicit lyrics have prompted criticism that the music promotes harmful stereotypes about Colombia.,Foreign,2024-11-24
2024-11-24 10:02:01+00:00,"‘Wicked’ and ‘Gladiator II’ Jump-Start the Box Office, but at a Cost","Battling a 27 percent decline in domestic ticket sales compared with before the pandemic, studios left no marketing drum unthumped in releasing the movies.",Hollywood was back this weekend to where it desperately hungers to be — at the center of global culture.,"Battling a 27 percent decline in domestic ticket sales compared with before the pandemic, studios left no marketing drum unthumped in releasing the movies.",Business,2024-11-24
2024-11-24 10:02:36+00:00,How Southwest Airlines Lost Its Groove,"For decades, the company made money even as other airlines stumbled and went bankrupt. But the carrier has struggled to adapt to changes in air travel.","Three years ago, Southwest Airlines started flying out of Bellingham, Wash., a growing city near the Canadian border, aiming to do what it had done in dozens of smaller airports — sell lots of tickets to people who have few other travel options.","For decades, the company made money even as other airlines stumbled and went bankrupt. But the carrier has struggled to adapt to changes in air travel.",Business,2024-11-24
2024-11-24 10:02:39+00:00,Shopping for a Good Riding Boot?,Start here.,"Riding boots are worn today as much for walking on city sidewalks as they are for hunting or the other horseback activities for which the footwear was originally made centuries ago. But with so many options out there, how does one choose?",Start here.,Styles,2024-11-24
2024-11-24 10:02:52+00:00,The Amsterdam Attacks and the Long Shadow of ‘Pogroms’,Many have used an old word to refer to recent events. Is it accurate?,"Femke Halsema, the mayor of Amsterdam, may have touched off a diplomatic incident last week when she said on a Dutch television show that she regretted having used the word “pogrom” the day after attacks on Israelis in her city surrounding a soccer match.",Many have used an old word to refer to recent events. Is it accurate?,Foreign,2024-11-24
2024-11-24 10:02:53+00:00,Immigrants Across U.S. Rush to Prepare for Trump Crackdown,Donald Trump’s promise to carry out mass deportations has driven fearful immigrants to seek protections and advice.,President-elect Donald J. Trump has vowed to slash immigration — both legal and illegal — and ramp up deportations on Day 1.,Donald Trump’s promise to carry out mass deportations has driven fearful immigrants to seek protections and advice.,National,2024-11-24
2024-11-24 10:03:45+00:00,‘Shoot Me Up With Everything’,"For a reporter who covers infectious diseases, vaccines are an indispensable news gathering tool.",Vaccines are an indispensable news gathering tool. They permit reporters to travel to areas where fatal or debilitating diseases are prevalent; exactly the places that warrant coverage by The New York Times.,"For a reporter who covers infectious diseases, vaccines are an indispensable news gathering tool.",Summary,2024-11-24
2024-11-24 10:03:55+00:00,Trump Is Running His Transition Team on Secret Money,"Breaking with past practice, President-elect Donald J. Trump has not agreed to disclose the donors paying for his planning effort or to limit their contributions.","Updated Nov. 27: Since this article was published, an aide to President-elect Donald J. Trump said that although Mr. Trump’s transition did not plan to sign an agreement with the General Services Administration, it would not accept donations from foreigners and would disclose donors’ names. The aide did not say when Mr. Trump would release those names or if he would limit the size of donations to $5,000, as previous president-elects have.","Breaking with past practice, President-elect Donald J. Trump has not agreed to disclose the donors paying for his planning effort or to limit their contributions.",Politics,2024-11-24
2024-11-24 10:03:56+00:00,"Egypt Feuds With Travel Blogger, Issuing 1,100-Word Response to Complaints","When a blogger criticized Cairo’s airport, Egypt’s government fired back, citing security footage, threatening legal action and asking, “Is it reasonable for a passenger to visit two lounges before a single flight?”","Authoritarian governments are not known for taking kindly to criticism. And in Egypt, official skins can be especially thin: Deepening repression has muffled most dissent and sent tens of thousands of perceived political opponents to jail, including one for posting a doctored photo of the president with Mickey Mouse ears. ","When a blogger criticized Cairo’s airport, Egypt’s government fired back, citing security footage, threatening legal action and asking, “Is it reasonable for a passenger to visit two lounges before a single flight?”",Foreign,2024-11-24
2024-11-24 11:00:07+00:00,‘A God Who Continually Surprises Us’: A Q&A With a Theologian Who Changed His Mind About Gay Marriage,Can God be wrong?,"I’ve spent my life in politics, but faith has been most central to shaping who I am. My conversations with people of faith have been among the most enriching of my life. Richard Hays, an ordained minister who is an emeritus professor at Duke Divinity School, is one of the world’s leading New Testament theologians. In 1996 he wrote “The Moral Vision of the New Testament,” in which he argued that gay and lesbian sexual relationships distort God’s created order and that churches should not bless same-sex unions. In his new book, “The Widening of God’s Mercy,” written with his son Christopher Hays, Richard Hays says he was wrong. I spoke to Richard Hays about his journey and what changed his mind. This conversation, which has been lightly edited, is the first of what I hope will be a series exploring the world of faith.",Can God be wrong?,OpEd,2024-11-24
2024-11-24 11:00:08+00:00,Donald Trump Thinks He Won’t Have Enough Power,The once and future president’s constitutional gimmicks are embarrassingly transparent.,These are the times that try a constitutional conservative’s soul.,The once and future president’s constitutional gimmicks are embarrassingly transparent.,OpEd,2024-11-24
2024-11-24 11:00:12+00:00,The Connections Companion No. 533,"Scroll down for hints and conversation about the puzzle for Nov. 25, 2024.","Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.","Scroll down for hints and conversation about the puzzle for Nov. 25, 2024.",Games,2024-11-24
2024-11-24 11:00:16+00:00,"Wordle Review No. 1,255","Scroll down for hints and conversation about the puzzle for Monday, Nov. 25, 2024.","Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.","Scroll down for hints and conversation about the puzzle for Monday, Nov. 25, 2024.",Games,2024-11-24
2024-11-24 11:00:18+00:00,There’s a Simple Way to Stop Dangerous Wildfires. We Barely Use It.,We don’t use prescribed burns enough.,"The Northeast didn’t see it coming, but suddenly we are putting out a lot of wildfires: The state of New York is in the midst of its most active wildfire season in more than a decade. A wildfire in southwestern Massachusetts grew to 1,000 acres this week, the second fire in the region to reach that size this month. New Jersey has suppressed 500 wildfires and counting this fall.",We don’t use prescribed burns enough.,OpEd,2024-11-24
2024-11-24 11:05:03+00:00,Hezbollah Fires About 250 Projectiles Into Israel After Deadly Strike in Beirut,The waves of attacks on Sunday came amid diplomatic efforts to reach a cease-fire in the conflict.,"Hezbollah fired about 250 projectiles into Israel on Sunday, a day after an Israeli strike in the heart of the Lebanese capital killed more than 25 people.",The waves of attacks on Sunday came amid diplomatic efforts to reach a cease-fire in the conflict.,Foreign,2024-11-24
2024-11-24 12:47:53+00:00,New Thanksgiving Classics,We’ve got a menu for your holiday.,"The menus are being planned, grocery lists made, details finalized — it’s nearly go time for Thanksgiving, a time for epic feasting and the one day of the year on which even the most reluctant home cooks wander into the kitchen. Are you ready?",We’ve got a menu for your holiday.,NYTNow,2024-11-24
2024-11-24 14:00:05+00:00,I Starred in ‘Cabaret.’ We Need to Heed Its Warning.,"Much has changed since the show debuted on Broadway in 1966, but it’s what hasn’t changed that should worry us.","This past week marked 58 years since the opening night for the Broadway premiere of “Cabaret” in 1966. At the time, the country was in deep turmoil. Overseas, the Vietnam War was escalating, and at home, our most regressive forces were counterpunching against the progress demanded by the civil rights movement. The composer John Kander, the lyricist Fred Ebb and the playwright Joe Masteroff wrote “Cabaret” in collaboration with the director Harold Prince as a response to the era. The parallels between the rise of fascism in 1930s Berlin as depicted in the show and the mounting tensions of the 1960s in America were both obvious and ominous.","Much has changed since the show debuted on Broadway in 1966, but it’s what hasn’t changed that should worry us.",OpEd,2024-11-24
2024-11-24 14:11:44+00:00,Connecticut Couple Charged in $1 Million Theft of Lululemon Goods,Investigators said the couple used trickery and misdirection to steal merchandise from Lululemon stores in at least five states.,"A Connecticut couple were charged with being part of an organized retail theft operation that is suspected of stealing about $1 million in Lululemon merchandise across several states, the authorities said.",Investigators said the couple used trickery and misdirection to steal merchandise from Lululemon stores in at least five states.,Express,2024-11-24
2024-11-24 15:50:36+00:00,Former BP Chief Joins A.I. Data Center Developer,"Bernard Looney will join Prometheus Hyperscale, a Wyoming start-up, to help it address the enormous energy needs of the artificial intelligence industry.","Bernard Looney, the former chief executive of BP, one of the world’s largest energy companies, said Sunday that he would become chairman of a data center start-up in the United States, a move that comes amid a ravenous appetite for electricity to power the boom in artificial intelligence.","Bernard Looney will join Prometheus Hyperscale, a Wyoming start-up, to help it address the enormous energy needs of the artificial intelligence industry.",Business,2024-11-24
2024-11-24 16:00:04+00:00,"Fat, Flaky Mounds of Quick Bread, Golden Brown, With a Significant Crumb","My five-star all-purpose biscuit recipe, at the ready.","Good morning. This is going to be a long week, even if you love Thanksgiving unreservedly.","My five-star all-purpose biscuit recipe, at the ready.",Dining,2024-11-24
2024-11-24 16:00:07+00:00,"Getting the Election Wrong, and Right",Readers respond to a column by David Brooks. Also: Blaming the Green Party for a Democratic loss in the Senate race in Pennsylvania; a sitcom cabinet.,To the Editor:,Readers respond to a column by David Brooks. Also: Blaming the Green Party for a Democratic loss in the Senate race in Pennsylvania; a sitcom cabinet.,Letters,2024-11-24
2024-11-24 16:25:11+00:00,"Without Drama or Banana, Art Auctions Struggle","Beyond the headline-grabbing sales of the fall auction season, the market tries to soar beyond its two-year slump.","Despite auctioneers selling about 1,600 works of Impressionist, modern and contemporary art within the last week, the only serious moment of excitement came from a $6.2 million banana. The conceptual artwork, “Comedian” by Maurizio Cattelan, had a crowd of at least 300 jammed into the Sotheby’s salesroom to witness its absurd triumph — becoming the world’s most expensive fruit in a series of sales where several more traditional artworks failed to muster even a single bid.","Beyond the headline-grabbing sales of the fall auction season, the market tries to soar beyond its two-year slump.",Culture,2024-11-24
2024-11-24 16:35:52+00:00,"Chuck Woolery, Host of ‘Love Connection,’ Dies at 83","After a career that included stints on “Wheel of Fortune” and other popular game shows, he took a combative turn as a right-wing podcast host.","Chuck Woolery, who was the affable host of “Love Connection,” “Wheel of Fortune” and other television game shows and who later criticized liberal values and the Democratic Party as the co-host of a popular right-wing podcast, died on Saturday at his home in Horseshoe Bay, Texas. He was 83.","After a career that included stints on “Wheel of Fortune” and other popular game shows, he took a combative turn as a right-wing podcast host.",Obits,2024-11-24
2024-11-24 17:30:48+00:00,Does the Conductor Klaus Mäkelä Deserve His Meteoric Rise?,"The 28-year-old maestro, entrusted with two storied ensembles, visited Carnegie Hall with the superb Concertgebouw Orchestra of Amsterdam.",A raucously received performance of Mahler’s First Symphony at Carnegie Hall on Saturday was the latest exclamation point in the conductor Klaus Mäkelä’s meteoric rise. Mäkelä is just 28 and made his Carnegie debut a mere eight months ago with the Orchestre de Paris — one of the two very good ensembles he currently leads.,"The 28-year-old maestro, entrusted with two storied ensembles, visited Carnegie Hall with the superb Concertgebouw Orchestra of Amsterdam.",Culture,2024-11-24
2024-11-24 17:44:57+00:00,2 Dead After Civil Air Patrol Plane Crashes in Colorado Mountains,"A Cessna plane crashed while conducting a training exercise, killing the pilot and an aerial photographer, the authorities said.","Two people died and one was injured after a Civil Air Patrol plane crashed while conducting an aerial photography training exercise amid the rugged peaks of Larimer County, Colo., on Saturday, officials said.","A Cessna plane crashed while conducting a training exercise, killing the pilot and an aerial photographer, the authorities said.",Express,2024-11-24
2024-11-24 18:21:09+00:00,"Rico Carty, Exceptional Hitter Who Was Stymied by Injuries, Dies at 85","A Dominican baseball star, he had a dazzling rookie year and became a pioneering designated hitter, but injuries and tuberculosis held him back.","Rico Carty, a Dominican baseball star whose early exceptional promise was thwarted by untimely injuries, died on Saturday. He was 85.","A Dominican baseball star, he had a dazzling rookie year and became a pioneering designated hitter, but injuries and tuberculosis held him back.",Obits,2024-11-24
2024-11-24 18:27:18+00:00,"What to Know About Brooke Rollins, Trump’s Choice for Agriculture Secretary","A Texas native, Ms. Rollins worked in the first Trump White House and has also led two influential conservative think tanks.","President-elect Donald J. Trump rounded out his cabinet selections on Saturday, picking Brooke Rollins as his agriculture secretary.","A Texas native, Ms. Rollins worked in the first Trump White House and has also led two influential conservative think tanks.",Washington,2024-11-24
2024-11-24 18:45:02+00:00,The World Seeks an End to Plastic Pollution at Talks in South Korea,"Many nations hope to reduce the half a billion tons of plastic made each year. But pushback from plastic and oil producers, and Donald Trump’s election, could scuttle an agreement.","On the heels of contentious climate talks in Azerbaijan, negotiators from around the globe are descending on Busan, South Korea, this week with another formidable goal: the world’s first treaty designed to tackle plastic pollution’s explosive growth.","Many nations hope to reduce the half a billion tons of plastic made each year. But pushback from plastic and oil producers, and Donald Trump’s election, could scuttle an agreement.",Climate,2024-11-24
2024-11-24 18:54:37+00:00,Hezbollah Fires About 250 Projectiles Into Israel,Hezbollah’s attack came after Israel’s deadly strike on Beirut on Saturday. It was one of the largest mounted by the militant group against Israel since it started firing on the country last year in solidarity with Hamas.,Hezbollah’s attack came after Israel’s deadly strike on Beirut on Saturday. It was one of the largest mounted by the militant group against Israel since it started firing on the country last year in solidarity with Hamas.,Hezbollah’s attack came after Israel’s deadly strike on Beirut on Saturday. It was one of the largest mounted by the militant group against Israel since it started firing on the country last year in solidarity with Hamas.,,2024-11-24
2024-11-24 20:09:39+00:00,"Charles Dumont, Who Wrote Enduring Melodies for Édith Piaf, Dies at 95","His dozens of songs included “Non, Je Ne Regrette Rien,” a powerful anthem of redemptive love that became one of Piaf’s signature songs.","Charles Dumont, who wrote the music for “Non, Je Ne Regrette Rien,” the soaring song about sweeping away the past to find love anew that the hallowed but troubled singer Édith Piaf turned into an anthem of French culture, died on Nov. 18 at his home in Paris. He was 95.","His dozens of songs included “Non, Je Ne Regrette Rien,” a powerful anthem of redemptive love that became one of Piaf’s signature songs.",Obits,2024-11-24
2024-11-24 20:21:51+00:00,"Tony Campolo, Preacher Who Challenged Religious Right, Dies at 89","A mesmerizing speaker, he urged his fellow evangelicals to turn away from politics in favor of the values of charity and love espoused by Jesus.","The Rev. Tony Campolo, one of the most influential evangelical preachers of the past half century, who urged Christians to resist the strong political tug of the religious right and to affirm that their faith called them, first and foremost, to fight poverty and racism, died on Nov. 19 at his home in Bryn Mawr, Pa. He was 89.","A mesmerizing speaker, he urged his fellow evangelicals to turn away from politics in favor of the values of charity and love espoused by Jesus.",Obits,2024-11-24
2024-11-24 20:35:55+00:00,Trump’s Cabinet: Many Ideologies Behind the Veil of ‘America First’,"One faction of prospective nominees appears focused on revenge, another on calming markets and a third on relentlessly — perhaps hopelessly — cutting people and budgets.","President-elect Donald J. Trump’s final flurry of cabinet picks and other appointments rounded out what his aides described as a unified, loyal, MAGA-driven administration. But scratch the surface and there are at least three distinct factions and a range of ideologies, barely suppressed to get through the rigors of the confirmation process.","One faction of prospective nominees appears focused on revenge, another on calming markets and a third on relentlessly — perhaps hopelessly — cutting people and budgets.",Washington,2024-11-24
2024-11-24 20:47:11+00:00,Dartmouth Sorority and 2 Fraternity Members Are Charged After Student’s Drowning,The 20-year-old student died this summer after attending an off-campus party. The fraternity members and sorority were charged with offenses related to providing alcohol to minors.,A Dartmouth College sorority and two fraternity members have been charged with underage alcohol offenses in the death of a 20-year-old student who drowned after attending an off-campus party this summer. ,The 20-year-old student died this summer after attending an off-campus party. The fraternity members and sorority were charged with offenses related to providing alcohol to minors.,National,2024-11-24
2024-11-24 21:04:25+00:00,Monday Briefing: U.N. Climate Talks End With a Deal,"Plus, photographing the world’s food.","Negotiators at this year’s United Nations climate summit, known as COP29, struck an agreement early yesterday to help developing countries adopt cleaner energy and cope with the effects of climate change. Under the deal, wealthy nations pledged to reach $300 billion per year in support by 2035, up from a current target of $100 billion. ","Plus, photographing the world’s food.",NYTNow,2024-11-24
