pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-28 06:00:03+00:00,China Is on a Quest for the Holy Grail of Meat. Let’s Hope It Succeeds.,China’s push to develop alternative proteins is not a threat to America. It’s good for the planet.,"In late September, 11 Republican members of Congress wrote to the directors of national intelligence and the Department of Agriculture’s Office of Homeland Security to warn of the latest threat emerging in China. They said China seeks to become the world leader in production of meat alternatives — part of a “targeted attempt to dominate global food supply chains” that could pose an urgent threat to the food security of the United States and its allies.",China’s push to develop alternative proteins is not a threat to America. It’s good for the planet.,OpEd,2024-11-28
2024-11-28 06:00:05+00:00,This Maverick Thinker Is the Karl Marx of Our Time,Wolfgang Streeck has a convincing theory of what has gone wrong with globalization.,"Who could have seen Donald Trump’s resounding victory coming? Ask the question of an American intellectual these days and you may meet with embittered silence. Ask a European intellectual and you will likely hear the name of Wolfgang Streeck, a German sociologist and theorist of capitalism.",Wolfgang Streeck has a convincing theory of what has gone wrong with globalization.,OpEd,2024-11-28
2024-11-28 06:22:09+00:00,Judge John Hodgman on Putrid Flowers,Can you prevent your spouse from growing a plant that (occasionally) smells like a rotting corpse?,"Jilian writes: I have a voodoo lily bulb that I wish to grow in our home. It’s basically a miniature corpse flower: Every three to four years, it will bloom and smell like rotting meat for two days. It’s a wonder of nature, but my husband objects. I say being his life partner has obliged me to put up with a variety of bad smells, so he owes me.",Can you prevent your spouse from growing a plant that (occasionally) smells like a rotting corpse?,Magazine,2024-11-28
2024-11-28 06:28:24+00:00,Seth Meyers Wishes You a Happy Frozen-Pizza Thanksgiving,"Meyers tried out a few catchphrases for DiGiorno’s seasonal offering, while Jimmy Fallon suggested some last-minute Turkey Day substitutions.","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now.","Meyers tried out a few catchphrases for DiGiorno’s seasonal offering, while Jimmy Fallon suggested some last-minute Turkey Day substitutions.",Culture,2024-11-28
2024-11-28 07:32:36+00:00,India’s Exam Leaks Underline the Nation’s Bigger Problem,"The economy has failed to create enough good jobs, so a government post appeals to far more people than there are openings, fueling desperation.","India has been rocked by multiple scandals involving leaked exams this year, and the country’s government has scrambled to contain the fallout each time.","The economy has failed to create enough good jobs, so a government post appeals to far more people than there are openings, fueling desperation.",Foreign,2024-11-28
2024-11-28 08:00:03+00:00,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,"Hi, busy bees! Welcome to today’s Spelling Bee forum. Enter the comments section to see hints, conversation, helpful tips and creative content from other solvers.",Feeling stuck on today’s puzzle? We can help.,Games,2024-11-28
2024-11-28 08:00:06+00:00,The M.T.A.’s New Subway Boss Says He’s Here to Stay,"For a decade, the M.T.A. has not retained a city transit president for longer than three years. Now a 27-year veteran of the authority is taking the job.","As a child, Demetrius Crichlow noticed that his father’s palms were often stained black with grease after long days as a train car repairman in New York City’s transit system.","For a decade, the M.T.A. has not retained a city transit president for longer than three years. Now a 27-year veteran of the authority is taking the job.",Metro,2024-11-28
2024-11-28 08:00:11+00:00,What to Know About a Possible Federal Takeover of Rikers Island,"A judge found New York City in contempt of an agreement meant to improve jail conditions, setting the stage for a receivership.",New York City could lose control over its jails after a federal judge on Wednesday said that it had failed to improve conditions at the notoriously dangerous Rikers Island complex.,"A judge found New York City in contempt of an agreement meant to improve jail conditions, setting the stage for a receivership.",Metro,2024-11-28
2024-11-28 08:00:23+00:00,This 22-Foot Turkey Roosts in a Region of Roadside Giants,"Big Tom is a beloved landmark in his Minnesota hometown. Across the Midwest, small places take pride in having the largest of just about anything.","The most celebrated resident of Frazee, Minn., is 22 feet tall and is known to his friends simply as Big Tom. He lives alone just off Highway 10, past the metal barns but before the railroad tracks, where admirers show up seeking photos at all hours of the day.","Big Tom is a beloved landmark in his Minnesota hometown. Across the Midwest, small places take pride in having the largest of just about anything.",National,2024-11-28
2024-11-28 08:08:44+00:00,"After Stowaway Found, Delta Investigates Flight From New York to Paris","A passenger went through security screening but avoided identity and boarding pass checks before flying out of the United States, a T.S.A. representative said.",Delta Air Lines said it had opened an investigation after the pilot of a flight that landed in Paris on Wednesday announced that the police were boarding his plane because it was carrying an extra passenger.,"A passenger went through security screening but avoided identity and boarding pass checks before flying out of the United States, a T.S.A. representative said.",Express,2024-11-28
2024-11-28 10:00:20+00:00,What I Wish Someone Had Told Me About Motherhood,The uncertainty before making a decision about having kids is the hardest part.,"In the early months after my daughter was born, I thought it was surely the hormones surging through my body that made me, someone who had never been interested in babies, find my daughter’s every move endlessly fascinating. At some point the hormones would quiet, the fascination would diminish, and I would return to my prior self.",The uncertainty before making a decision about having kids is the hardest part.,OpEd,2024-11-28
2024-11-28 10:00:24+00:00,Poems About Dead Relatives Irk Billy Collins,"“If I come across ‘Dad’ or ‘Mommy,’ I’m out,” says the former U.S. poet laureate. “‘Grandma’ gets a pass.” His new collection is “Water, Water.”",Have you ever gotten into trouble for reading a book?,"“If I come across ‘Dad’ or ‘Mommy,’ I’m out,” says the former U.S. poet laureate. “‘Grandma’ gets a pass.” His new collection is “Water, Water.”",BookReview,2024-11-28
2024-11-28 10:00:31+00:00,The U.S. Is Building an Early Warning System to Detect Geoengineering,Balloon launches from around the world are part of a new kind of global alarm system: One that can detect if another country tries to dim the sun.,"In a guarded compound at the foot of the Rockies, government scientists are working on a new kind of global alarm system: One that can detect if another country, or maybe just an adventurous billionaire, tries to dim the sun.",Balloon launches from around the world are part of a new kind of global alarm system: One that can detect if another country tries to dim the sun.,Climate,2024-11-28
2024-11-28 10:00:34+00:00,Is That Turkey Still Good?,Here’s how to extend the life of your Thanksgiving leftovers — without getting sick.,Q: I enjoy Thanksgiving leftovers even more than the meal on the big day. How long are they safe to eat?,Here’s how to extend the life of your Thanksgiving leftovers — without getting sick.,Well,2024-11-28
2024-11-28 10:00:39+00:00,Hamas Faces a Future Without Its Most Important Ally,Israel’s offensive against Hezbollah and the cease-fire to stop the fighting in Lebanon have left Hamas increasingly isolated.,Hamas has long believed that a wider war in the Middle East would help deliver the organization a victory in its war with Israel.,Israel’s offensive against Hezbollah and the cease-fire to stop the fighting in Lebanon have left Hamas increasingly isolated.,Washington,2024-11-28
2024-11-28 10:02:25+00:00,Frequent Fliers Are Rethinking Loyalty Programs and Setting Themselves Free,"Some travelers, frustrated with changing airline rewards programs, have stopped chasing status and adopted different strategies when booking flights and using credit cards.","When SuzAnn Brantner moved to Indiana from Los Angeles during the coronavirus pandemic, she had been a longtime Delta Air Lines frequent flier, achieving the highest loyalty status the airline offered: Diamond Medallion. The benefits included expedited security screenings, priority boarding and top preference for complimentary first-class upgrades.","Some travelers, frustrated with changing airline rewards programs, have stopped chasing status and adopted different strategies when booking flights and using credit cards.",Business,2024-11-28
2024-11-28 10:02:34+00:00,Trading the Formal Wedding Feast for a Food Truck,To encourage more partying — or save space and money — some couples are abandoning the sit-down dinner.,"Sit-down meals, many of which are multicourse affairs with exhaustively planned seating arrangements, have long been a cornerstone of the wedding reception.",To encourage more partying — or save space and money — some couples are abandoning the sit-down dinner.,Styles,2024-11-28
2024-11-28 10:02:43+00:00,"Republicans Built an Ecosystem of Influencers. Some Democrats Want One, Too.","Democrats were badly outflanked online in the election, and progressive influencers are now trying to create networks to be a left-wing answer to Turning Point USA.","Zackory Kirk, an influencer based in Atlanta who goes by the name The Zactivist and has more than 220,000 followers on Instagram, TikTok and other platforms, has been churning out mostly progressive content for more than four years.","Democrats were badly outflanked online in the election, and progressive influencers are now trying to create networks to be a left-wing answer to Turning Point USA.",Politics,2024-11-28
2024-11-28 10:02:44+00:00,Cher: A Visual Dictionary,The things that make Cher Cher.,It takes nothing away from her voice to say that Cher is a singer for whom the visuals matter. A lot.,The things that make Cher Cher.,Styles,2024-11-28
2024-11-28 10:02:49+00:00,‘Beatles ’64’ Review: They Wanted to Hold Their Hands,"This documentary, directed by David Tedeschi, comes up with a solid compendium of the band’s arcana from their first trip to the United States, when fans went wild.","Few cultural events of the 20th century have withstood as much scrutiny as the Beatles’ first trip to the United States, but the documentary “Beatles ’64,” directed by David Tedeschi, a frequent collaborator of Martin Scorsese’s, comes up with a solid compendium of Beatlemania arcana.","This documentary, directed by David Tedeschi, comes up with a solid compendium of the band’s arcana from their first trip to the United States, when fans went wild.",Weekend,2024-11-28
2024-11-28 10:02:50+00:00,‘Nutcrackers’ Review: Christmas With a Crank,Ben Stiller stars in a tonally bumpy comedy with genre roots in Hallmark territory.,"If you tilt your head and squint, “Nutcrackers” resembles a Hallmark movie, though it certainly is not one. Michael (Ben Stiller), a big-city real estate guy, is on the verge of closing the deal of a lifetime when he’s called away from Chicago to rural Ohio. There, his estranged sister and her husband have died tragically, leaving behind four feral nephews to whom he is now technically guardian. He intends to stay just long enough to get them placed in foster homes, but mischief of all kinds ensues. Also, Christmas is in three weeks. You can see where this is going.",Ben Stiller stars in a tonally bumpy comedy with genre roots in Hallmark territory.,Weekend,2024-11-28
2024-11-28 10:02:52+00:00,‘Reinas’ Review: Memories of Lima,The political turmoil of Peru in the 1990s serves as the backdrop for this intimate domestic drama about growing up and learning to let go.,"To this day, political violence continues to be an issue in Peru, though the ‘80s and ’90s — when the Maoist guerrilla movement Shining Path waged bloody conflicts against the Peruvian government before being crushed by President Alberto Fujimori — are considered the country’s rock-bottom.",The political turmoil of Peru in the 1990s serves as the backdrop for this intimate domestic drama about growing up and learning to let go.,Weekend,2024-11-28
2024-11-28 10:02:53+00:00,‘Sweethearts’ Review: Friends Without Benefits,Two college freshmen conspire to simultaneously dump their exes in Jordan Weiss’s unremarkable debut feature.,"Bright, breezy and requiring little in the way of close attention, the teen rom-com “Sweethearts” is perfect for those who prefer their movies to be barely more than background noise. Otherwise, the lame plotting (by Dan Brier and Jordan Weiss, who also directs) and lack of jokes soon become painfully obvious.",Two college freshmen conspire to simultaneously dump their exes in Jordan Weiss’s unremarkable debut feature.,Weekend,2024-11-28
2024-11-28 10:02:54+00:00,Expensive ZIP Codes Have Something in Common,"It’s beaches and water (and sometimes snow), according to a study that analyzed median list prices in every state.","For years, celebrities and tech titans have flocked to Atherton, Calif., a suburb in the heart of Silicon Valley. Given the town’s ultrawealthy residents, it may come as no surprise that Atherton is where one finds the most expensive ZIP code in the United States based on home prices, according to a study by RealtyHop.","It’s beaches and water (and sometimes snow), according to a study that analyzed median list prices in every state.",RealEstate,2024-11-28
2024-11-28 10:02:55+00:00,36 Hours in Honolulu,"Explore lush forest trails, midcentury architecture and tropical flavors in Hawaii’s multicultural capital.","Explore lush forest trails, midcentury architecture and tropical flavors in Hawaii’s multicultural capital.","Explore lush forest trails, midcentury architecture and tropical flavors in Hawaii’s multicultural capital.",Travel,2024-11-28
2024-11-28 10:03:04+00:00,"For These Two ‘Nutcracker’ Princes, It’s Showtime","This season, two vivacious boys at the School of American Ballet make their princely debuts in New York City Ballet’s production of “The Nutcracker.”","The hellion of “George Balanchine’s The Nutcracker” is a little boy named Fritz who is as naughty as they come. He fights with his sister, Marie; he convinces the boys at a Christmas Eve party to antagonize the girls. And who breaks the Nutcracker doll? Silly question. Wherever Fritz goes, trouble follows.","This season, two vivacious boys at the School of American Ballet make their princely debuts in New York City Ballet’s production of “The Nutcracker.”",Weekend,2024-11-28
2024-11-28 10:03:10+00:00,Grandma Foods,The comforts of eating like an old person.,"At times of upheaval, people turn to comfort food. In early Covid, for example, it was the processed foods of childhood — cans of Chef Boyardee or fistfuls of Goldfish crackers.",The comforts of eating like an old person.,OpEd,2024-11-28
2024-11-28 10:03:15+00:00,"Holiday Shopping, Up Close and Personal",The experience of interacting with small business owners at winter markets makes holiday shopping “a little bit more wholesome” for some visitors.,"Even when Monica Martino was “broke and couldn’t afford anything,” she loved roaming the stalls at New York City’s holiday markets.",The experience of interacting with small business owners at winter markets makes holiday shopping “a little bit more wholesome” for some visitors.,Business,2024-11-28
2024-11-28 10:03:19+00:00,Donald Trump Jr. Emerges as a Loyal Enforcer,"His siblings have long retreated from the inner circle, but the president-elect’s eldest son has made a name for himself as the person who can best assess loyalty to the Trump political brand.",Ivanka and Jared left the White House behind for a life in Miami. Eric is running the family business. Tiffany got married. Barron is a budding strategist at NYU.,"His siblings have long retreated from the inner circle, but the president-elect’s eldest son has made a name for himself as the person who can best assess loyalty to the Trump political brand.",Washington,2024-11-28
2024-11-28 10:03:21+00:00,5 Classical Music Albums You Can Listen to Right Now,"A Shostakovich quartet survey, contemporary choral works and piano music written and performed by Marie Awadis are among the highlights.","We are spoiled with great recordings of the Shostakovich string quartets, so you might wonder why we need yet another set. It wasn’t until I began listening to these recordings by the Barcelona-based Cuarteto Casals, though, that it dawned on me how similar the playing of most other groups is: biting and hard-edged, bows digging into the strings. Of course, this is part of the music. It’s difficult to imagine even the earliest of Shostakovich’s quartets without some grit in the sound.","A Shostakovich quartet survey, contemporary choral works and piano music written and performed by Marie Awadis are among the highlights.",Weekend,2024-11-28
2024-11-28 10:03:24+00:00,My Brother Is Doing the Trump Dance,"Kevin sighs happily and sleeps easily, while I’m holding my breath.","I know that every year, some of you see this Thanksgiving column by my brother and think that it is actually I who is serving up this slab of red meat under the nom de plume of Kevin Dowd. I can assure you that Kevin is very real and, this year, very excited. So, caveat emptor: Here is Kevin’s column.","Kevin sighs happily and sleeps easily, while I’m holding my breath.",OpEd,2024-11-28
2024-11-28 10:03:27+00:00,One of Biden’s Closest Allies in Africa Is Ready to Court Trump,President João Lourenço of Angola has worked hard to strengthen his country’s partnership with the United States and says the recent election won’t derail that.,"Since taking office seven years ago, President João Lourenço of Angola has cast aside Cold War allegiances and made an aggressive push to draw his southern African nation closer to the United States.",President João Lourenço of Angola has worked hard to strengthen his country’s partnership with the United States and says the recent election won’t derail that.,Foreign,2024-11-28
2024-11-28 10:03:28+00:00,"Beans, Beans, Magical Beans",Could one tiny legume save the planet?,"In a nation filled with meat lovers, how can we persuade Americans to stop eating animals and help save the planet? The food writer Bee Wilson believes the answer lies with food preferences — specifically, changing them. “It is possible to learn to love new foods, and it’s something transformative and actually joyous,” she says. In this episode, she makes the case for changing your taste for beans, a humble legume that is packed with extraordinary flavor.",Could one tiny legume save the planet?,OpEd,2024-11-28
2024-11-28 10:03:34+00:00,Peter Doig Finds the Soul and Menace of a Modernist Gem,"The artist organizes a show of seldom-seen paintings at Gagosian to cast a fresh eye on Balthus’s enigmatic 1933 tableau, “The Street.”",,"The artist organizes a show of seldom-seen paintings at Gagosian to cast a fresh eye on Balthus’s enigmatic 1933 tableau, “The Street.”",Weekend,2024-11-28
2024-11-28 10:03:36+00:00,Pajamas Worth a Passport Stamp,Pajama sets from small European labels have for some become stylish souvenirs that signal their discerning taste.,"At a time when an abundance of superfake handbags and clothing dupes has made it easier than ever to buy versions of items once considered hard to get, those who value provenance have found a new way to flaunt it: pajamas.",Pajama sets from small European labels have for some become stylish souvenirs that signal their discerning taste.,Styles,2024-11-28
2024-11-28 10:03:42+00:00,"For a Food Writer, Thanksgiving Is a Spot in the Super Bowl Every Year",Some professionals in the food writing business are spent before Turkey Day arrives. Others feel they can finally cook for themselves.,You could say Thanksgiving has been my Super Bowl since I was around 13 years old.,Some professionals in the food writing business are spent before Turkey Day arrives. Others feel they can finally cook for themselves.,Dining,2024-11-28
2024-11-28 10:03:44+00:00,"After Five Generations, a Family Gave Back the Treasures in Its Closet","The descendants of a 19th-century federal official decided to return a prized collection of heirlooms to a descendant of a Lakota leader, Chief Spotted Tail.","The beaten-up suitcase had been in the Newell family for more than a century, passed from dusty closet to dusty closet and pulled out every now and then for guests.","The descendants of a 19th-century federal official decided to return a prized collection of heirlooms to a descendant of a Lakota leader, Chief Spotted Tail.",Culture,2024-11-28
2024-11-28 10:03:47+00:00,Homes for Sale in New York and Connecticut,"This week’s properties are a four-bedroom in North Bellmore, N.Y., and a three-bedroom in Sherman, Conn.","A four-bedroom, three-bath brick house built in 2016 with an entry foyer, a wood-burning fireplace, a den, a formal dining room, an eat-in kitchen with imported Italian Carrara marble countertops and double sinks and dishwashers, an en suite primary bedroom with a gas fireplace and a balcony, a laundry room, a swimming pool, a hot tub, a covered patio and an attached garage, on 0.21 acres. Judith Marino, Daniel Gale Sotheby’s International Realty, 516-353-6223; danielgale.com","This week’s properties are a four-bedroom in North Bellmore, N.Y., and a three-bedroom in Sherman, Conn.",RealEstate,2024-11-28
2024-11-28 10:03:47+00:00,Psychedelic Traces Found on Mug From Ancient Egypt,"Egyptians may have used hallucinogenic substances as part of a fertility rite, researchers said.","Something in the printout caught Branko van Oppen de Ruiter’s eye. He was at home in the Netherlands, working remotely for his new employer, the Tampa Museum of Art, which had named him a curator of Greek and Roman exhibits. The coronavirus had delayed his move to Florida, so he did what he could studying the museum’s collections from afar.","Egyptians may have used hallucinogenic substances as part of a fertility rite, researchers said.",Science,2024-11-28
2024-11-28 10:03:50+00:00,Homes for Sale in Manhattan and the Bronx,"This week’s properties are in Chelsea, on the Upper East Side and on the Grand Concourse.","A studio apartment with exposed brick, a galley kitchen, a mirrored dining nook, ample closets and built-in shelving, on the second floor of a six-story, cat-friendly prewar building with a virtual intercom, a live-in super and basement storage cages. Ben Jacobs, Jessica Chestler and Benjamin Goldman, Douglas Elliman, 917-887-3922; elliman.com","This week’s properties are in Chelsea, on the Upper East Side and on the Grand Concourse.",RealEstate,2024-11-28
2024-11-28 10:03:52+00:00,A Fossil Gets Its Name From a Revived Indigenous Language,"After scientists found an extinct burrowing amphibian on Eastern Shoshone land, members of the tribe gave it a name in their language.","At age 6, Reba Teran lost the ability to speak her language. Like many Indigenous students in the 20th century, she attended schools where any language other than English was forbidden.","After scientists found an extinct burrowing amphibian on Eastern Shoshone land, members of the tribe gave it a name in their language.",Science,2024-11-28
2024-11-28 10:03:57+00:00,The Great Gags From ‘Airplane!’ and More,"With the death of Jim Abrahams, one third of the Zucker-Abrahams-Zucker writing and directing trio, a look at some of the funniest moments from their key films.",It’s almost hard to believe that at one point Leslie Nielsen was thought of as a serious actor who was an odd choice to play a comic role like the deadpan doctor in the disaster movie spoof “Airplane!”,"With the death of Jim Abrahams, one third of the Zucker-Abrahams-Zucker writing and directing trio, a look at some of the funniest moments from their key films.",Culture,2024-11-28
2024-11-28 10:03:59+00:00,Celebrating the Art Movement That Wasn’t,"“Harmony & Dissonance” at the Guggenheim Museum is a  mood-lifting, masterpiece-studded show that offers an in-depth look at Orphism, which is famous for being unknown.","Orphism has always seemed less like an art movement than a spinoff of cubism that flourished and fizzled in short order. Founded in Paris with the supposed goal of infusing the dun-hued planes of cubism with rapturous color, it failed to produce a manifesto or so much as a single scandal. Although the movement was named by Guillaume Apollinaire, the omnipresent poet and critic — he selected the moniker in tribute to Orpheus, the Greek god of music — it had none of the adhesive power of his other art labels, which include cubism and Surrealism.","“Harmony & Dissonance” at the Guggenheim Museum is a  mood-lifting, masterpiece-studded show that offers an in-depth look at Orphism, which is famous for being unknown.",Culture,2024-11-28
2024-11-28 10:04:58+00:00,Did the World Need a Hot Santa? It Got One Anyway.,"A new series of ads from Target features Kris K., a “weirdly hot” version of the beloved character, continuing a trend of spicing up holiday favorites.","In a new Target commercial, a female shopper is expressing shock to someone on the phone over the low price of turkeys when a handsome store employee in a bright red sweater with a popped collar tells her that the deals are, in fact, real.","A new series of ads from Target features Kris K., a “weirdly hot” version of the beloved character, continuing a trend of spicing up holiday favorites.",Styles,2024-11-28
2024-11-28 10:05:00+00:00,"With Trump Returning and Hezbollah Weakened, Iran Strikes a Conciliatory Tone","As Iran faces domestic and foreign challenges, its bellicose rhetoric on the United States and Israel has given way to signs that it wants less confrontation.","In mid-November, Iran dispatched a top official to Beirut to urge Hezbollah to accept a cease-fire with Israel. Around the same time, Iran’s U.N. ambassador met with Elon Musk, an overture to President-elect Donald J. Trump’s inner circle. And on Friday, it will hold talks in Geneva with European countries on a range of issues, including its nuclear program.","As Iran faces domestic and foreign challenges, its bellicose rhetoric on the United States and Israel has given way to signs that it wants less confrontation.",Foreign,2024-11-28
